,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.34,0.01,0.09,0.08,1.0,0.86,0.02,0.0,0.06,0.24,0.62,0.01
emulemorph.csv,0.44,0.0,0.0,0.0,0.25,0.85,0.0,0.0,1.0,0.0,0.75,0.0
jaxen.csv,0.0,0.0,0.22,0.18,0.25,0.0,0.0,1.0,0.17,0.25,1.0,0.0
jvcl.csv,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.17,0.0,0.0,0.0,0.0
m-m-m.csv,0.33,0.01,0.1,0.07,0.26,1.0,0.02,0.06,0.05,0.29,0.37,0.01
motu.csv,0.45,0.01,0.12,0.14,0.32,0.86,0.0,0.05,0.04,0.93,0.77,0.0
nh3d.csv,0.25,1.0,0.14,0.14,0.39,1.0,0.04,0.16,0.1,0.19,0.78,0.0
sarasvati.csv,1.0,0.0,0.07,1.0,1.0,0.71,0.0,0.18,0.0,0.57,1.0,0.0
wgs-assembler.csv,1.0,0.06,0.1,0.11,0.25,0.86,0.02,0.17,0.0,0.23,0.55,0.0
zabbix.csv,0.36,0.01,0.1,0.07,0.33,0.82,0.03,0.08,0.05,0.22,1.0,0.0
