,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.41,0.69,0.32,0.68,0.75,0.48,0.49,0.88,0.46,0.52,0.97,0.35
emulemorph.csv,0.94,0.0,0.88,0.98,0.94,0.95,0.9,0.0,0.83,0.88,0.75,0.95
jaxen.csv,0.0,0.0,0.89,0.95,0.75,0.0,0.67,0.8,0.89,0.88,0.0,0.67
jvcl.csv,0.0,0.0,0.93,0.86,0.9,0.0,0.86,0.83,0.0,0.67,0.0,0.67
m-m-m.csv,0.62,0.52,0.31,0.43,0.38,0.63,0.41,0.41,0.41,0.37,0.36,0.32
motu.csv,0.76,0.49,0.33,0.95,0.53,0.57,0.5,0.45,0.79,0.71,0.97,0.66
nh3d.csv,0.75,0.75,0.77,0.6,0.65,0.0,0.54,0.58,0.7,0.52,0.94,0.85
sarasvati.csv,0.0,0.0,0.49,0.91,0.0,0.71,0.0,0.88,0.0,0.86,0.5,0.0
wgs-assembler.csv,0.69,0.98,0.52,0.82,0.88,0.86,0.44,0.67,0.84,0.53,0.89,0.87
zabbix.csv,0.32,0.48,0.3,0.5,0.42,0.58,0.56,0.4,0.45,0.42,0.67,0.35
