,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.8,0.54,0.45,0.4,0.83,0.61,0.65,0.53,0.52,0.74,0.67,0.49,0.75,0.69,0.55,0.67
arsenal-1.csv,0.89,0.82,0.95,0.52,0.67,0.35,0.5,0.5,0.86,0.55,0.67,0.89,0.9,0.51,0.74,0.5
bnetd.csv,0.32,0.34,0.39,0.38,0.34,0.3,0.44,0.4,0.41,0.41,0.36,0.48,0.39,0.39,0.46,0.47
cascading.csv,0.45,0.43,0.4,0.38,0.38,0.34,0.5,0.48,0.43,0.79,0.5,0.55,0.81,0.63,0.53,0.51
fm-classic.csv,0.9,0.86,0.89,0.86,0.8,0.89,0.9,0.73,0.92,0.75,0.67,0.67,0.58,0.93,0.91,0.69
free-evolution.csv,0.35,0.28,0.33,0.34,0.35,0.9,0.49,0.44,0.41,0.31,0.51,0.53,0.37,0.7,0.41,0.41
gnome-jabber.csv,0.39,0.34,0.4,0.6,0.35,0.29,0.42,0.4,0.42,0.4,0.47,0.49,0.33,0.44,0.58,0.47
guineu.csv,0.53,0.0,0.7,0.76,0.75,0.79,0.94,0.67,0.97,0.83,0.52,0.91,0.86,0.93,0.92,0.92
ipfilter.csv,0.43,0.42,0.56,0.39,0.41,0.3,0.74,0.55,0.41,0.43,0.55,0.54,0.46,0.42,0.46,0.51
jruby.csv,0.56,0.45,0.0,0.5,0.38,0.75,0.0,0.9,0.45,0.52,0.36,0.93,0.35,0.61,0.56,0.66
l2j.csv,0.4,0.41,0.33,0.89,0.8,0.33,0.42,0.4,0.63,0.67,0.41,0.46,0.38,0.49,0.56,0.6
libmesh.csv,0.92,0.83,0.97,0.0,0.89,0.95,0.74,0.97,0.93,0.0,0.0,0.9,0.5,0.92,0.97,0.97
mvdsv.csv,0.0,0.0,0.93,0.0,0.88,0.0,0.8,0.8,0.92,0.0,0.75,0.75,0.67,0.0,0.83,0.67
stajistics.csv,0.34,0.33,0.48,0.33,0.39,0.44,0.6,0.67,0.46,0.34,0.52,0.57,0.37,0.44,0.43,0.41
twostep.csv,0.33,0.34,0.37,0.36,0.36,0.49,0.42,0.56,0.4,0.45,0.35,0.53,0.43,0.45,0.44,0.47
x4x.csv,0.46,0.48,0.41,0.6,0.41,0.31,0.42,0.5,0.47,0.51,0.68,0.46,0.43,0.4,0.48,0.64
