,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.52,0.42,0.67,0.97,0.98
empyrean.csv,0.58,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.44,0.44,0.56,0.66,0.56
nutz.csv,0.73,0.6,0.49,0.45,0.49
yafdotnet.csv,0.52,0.35,0.57,0.45,0.54
