,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.73,0.73,0.27,0.55,0.63
empyrean.csv,0.83,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.65,0.59,0.32,0.42,0.59
nutz.csv,0.65,0.39,0.54,0.41,0.44
yafdotnet.csv,0.71,0.64,0.5,0.68,0.55
