,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.56,0.69,0.53,0.21,0.16
empyrean.csv,0.72,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.41,0.65,0.65,0.46,0.58
nutz.csv,0.49,0.45,0.73,0.55,0.53
yafdotnet.csv,0.36,0.67,0.6,0.74,0.37
