,recall,precision,pf,wins
abbot.csv,0.61,0.36,0.505,4
array4j.csv,0.36,0.37,0.27,6
beast-mcmc.csv,0.605,0.43000000000000005,0.32,12
codeblocks.csv,0.445,0.365,0.345,5
extprosys.csv,0.855,0.365,0.855,1
forester-atv.csv,0.175,0.44,0.05500000000000001,11
fritzing.csv,0.63,0.4,0.5,7
neoengine.csv,0.6799999999999999,0.37,0.455,8
optalgtoolkit.csv,0.77,0.355,0.685,2
reactos-mirror.csv,0.77,0.37,0.7,3
rosegarden.csv,0.45,0.435,0.33,10
sarasvati.csv,0.13,0.63,0.055,14
taokgame.csv,0.24,0.59,0.06,15
unladen-swallow.csv,0.42,0.28500000000000003,0.52,0
vapor.csv,0.305,0.51,0.17,13
wgs-assembler.csv,0.265,0.4,0.17,9
