,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.96,0.15,0.0,0.35,0.5,0.65,0.57,0.37,0.56,0.0,0.62,0.43,0.6
delphilhlplib.csv,0.23,0.0,0.93,0.49,0.38,0.51,0.36,0.81,0.66,0.39,0.5,0.58,0.65
esmf.csv,0.41,0.0,0.0,0.63,0.69,0.48,0.45,0.65,0.53,0.55,0.54,0.6,0.24
gbif-indexingtoolkit.csv,0.58,0.6,0.6,0.58,0.54,0.54,0.48,0.16,0.47,0.37,0.72,0.46,0.26
jgameai.csv,0.63,0.05,0.0,0.6,0.27,0.07,0.04,0.0,0.1,0.2,0.11,0.19,0.07
jsecurity.csv,0.62,0.04,0.0,0.1,0.24,0.24,0.66,0.24,0.51,0.53,0.4,0.51,0.15
libopenmetaverse.csv,0.0,0.0,0.05,0.0,0.44,0.0,0.0,0.0,0.09,0.63,0.09,0.66,0.0
mptvseries.csv,0.43,0.19,0.93,0.15,0.34,0.48,0.36,0.0,0.5,0.46,0.41,0.8,0.44
mule.csv,0.41,0.25,0.97,0.34,0.61,0.67,0.48,0.5,0.66,0.52,0.39,0.35,0.57
piccolo2d.csv,0.23,0.1,0.95,0.14,0.25,0.38,0.16,0.52,0.83,0.46,0.39,0.46,0.62
vars-redux.csv,0.26,0.3,0.81,0.3,0.63,0.5,0.68,0.0,0.71,0.57,0.62,0.66,0.74
werx.csv,0.47,0.98,0.0,0.0,0.0,0.34,0.09,0.24,0.0,0.0,0.48,0.13,0.34
