,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.57,0.59,0.48,0.75,0.44,0.67,0.65,0.57,0.57,0.62,0.63,0.62,0.71,0.57,0.89
amateur-scrolls.csv,0.49,1.0,0.55,0.38,0.55,0.83,0.7,0.4,0.66,0.83,0.74,0.97,0.81,0.37,0.81
biopax.csv,0.99,0.67,1.0,0.85,0.81,0.94,0.87,0.84,0.98,1.0,1.0,0.95,0.22,0.85,1.0
crux-framework.csv,0.95,0.59,0.9,0.95,0.94,0.91,0.86,0.9,1.0,0.66,0.77,1.0,0.96,0.83,0.13
exl.csv,0.59,0.6,0.7,0.58,0.71,0.68,0.67,0.52,0.87,0.94,0.67,0.48,0.86,0.28,0.92
ikvm.csv,0.88,0.16,0.78,0.88,0.8,0.84,0.76,1.07,0.79,0.96,0.82,0.92,0.9,1.17,0.81
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,0.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
les-indemodables.csv,0.76,0.83,0.81,0.59,0.51,0.62,0.7,0.52,0.76,0.98,0.72,0.44,0.64,0.37,0.77
lportal.csv,0.95,0.82,0.88,1.0,0.86,0.96,1.0,0.87,0.88,0.33,0.93,0.54,0.9,0.72,0.67
ns-3-dev-def-routing.csv,0.56,0.65,0.69,0.65,0.3,0.58,0.62,0.42,0.75,0.64,0.5,0.78,0.52,0.42,0.77
qpe.csv,0.43,0.64,0.68,0.81,0.66,0.62,0.71,0.59,0.76,0.57,0.67,0.88,0.81,0.63,0.57
sigil.csv,0.41,0.7,0.58,0.76,0.32,0.59,0.6,0.31,0.51,0.63,0.6,0.52,0.54,0.47,0.9
ultimairis.csv,0.82,0.89,0.97,0.47,0.81,0.67,0.45,0.92,0.93,1.0,0.61,1.0,0.49,0.62,0.66
unflobtactical.csv,0.45,0.68,0.6,0.8,0.34,0.62,0.7,0.25,0.63,0.68,0.64,0.92,0.47,0.7,0.85
xbg.csv,0.91,0.81,0.98,0.93,0.78,0.83,0.62,0.97,0.3,0.98,0.96,0.85,0.88,0.99,1.0
