,f1,g,recall,precision,pf,wins
acegisecurity.csv,0.5,0.61,0.69,0.44,0.51,11
amateur-scrolls.csv,0.32,0.36,0.33,0.52,0.12,7
biopax.csv,0.54,0.24,1.0,0.37,0.94,5
crux-framework.csv,0.15,0.12,0.1,0.44,0.07,1
exl.csv,0.48,0.53,0.58,0.42,0.46,9
ikvm.csv,0.28,0.38,0.35,0.32,0.6,0
irrlicht.csv,0.53,0.0,1.0,0.36,1.0,4
les-indemodables.csv,0.47,0.59,0.71,0.39,0.6,10
lportal.csv,0.18,0.15,0.12,0.46,0.05,3
ns-3-dev-def-routing.csv,0.5,0.6,0.7,0.42,0.47,13
qpe.csv,0.36,0.44,0.4,0.36,0.27,6
sigil.csv,0.53,0.64,0.74,0.44,0.46,14
ultimairis.csv,0.44,0.4,0.6,0.46,0.46,8
unflobtactical.csv,0.52,0.63,0.8,0.38,0.6,12
xbg.csv,0.24,0.25,0.23,0.33,0.23,2
