,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.79,0.64,0.6,0.9,0.69,0.51,0.66,0.96,0.75,0.5,0.56,0.73,0.34,0.8,1.0
amateur-scrolls.csv,0.56,0.0,0.5,0.8,0.46,0.17,0.3,0.62,0.5,0.22,0.29,0.03,0.2,0.63,0.33
biopax.csv,1.0,0.77,1.0,1.0,0.97,0.99,0.87,1.0,1.0,1.0,0.99,1.0,0.8,1.0,1.0
crux-framework.csv,0.05,0.41,0.12,0.05,0.06,0.09,0.15,0.1,0.0,0.36,0.26,0.0,0.06,0.17,1.0
exl.csv,0.69,0.5,0.8,0.65,0.46,0.38,0.47,0.62,0.5,0.34,0.55,0.62,0.58,0.73,1.0
ikvm.csv,0.38,0.91,0.35,0.35,0.49,0.74,0.74,0.27,0.75,0.1,0.39,0.3,0.28,0.2,0.33
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,0.73,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
les-indemodables.csv,0.77,0.77,0.75,0.65,0.71,0.65,0.64,0.58,0.88,0.98,0.6,0.65,0.61,0.71,1.0
lportal.csv,0.05,0.18,0.12,0.0,0.14,0.05,0.0,0.13,0.12,0.73,0.07,0.57,0.1,0.29,0.33
ns-3-dev-def-routing.csv,0.72,0.55,0.7,0.4,0.77,0.61,0.72,0.73,0.5,0.82,0.63,0.86,0.58,0.71,0.67
qpe.csv,0.67,0.36,0.4,0.2,0.4,0.51,0.66,0.67,0.25,0.5,0.57,0.14,0.23,0.37,0.67
sigil.csv,0.74,0.64,0.9,1.0,0.74,0.53,0.66,0.81,0.62,0.93,0.7,0.7,0.46,0.9,1.0
ultimairis.csv,0.21,0.82,1.0,0.6,0.2,0.83,0.57,0.08,1.0,1.0,0.6,0.0,0.54,0.95,1.0
unflobtactical.csv,0.67,0.68,0.8,1.0,0.8,0.53,0.72,0.77,0.88,0.86,0.51,0.97,0.61,0.93,1.0
xbg.csv,0.23,0.23,0.02,0.1,0.37,0.39,0.4,0.23,0.88,0.03,0.04,0.27,0.14,0.12,0.0
