,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.0,1.0,1.0,5.0,0.0,0.0,2.0,5.0,4.0,160.0,0.0,0.0,0.0,0.0,59.0
amateur-scrolls.csv,34.0,51.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,90.0,1.0,0.0,1.0,0.0,35.0
biopax.csv,0.0,0.0,7.0,9.0,0.0,0.0,0.0,7.0,15.0,167.0,2.0,0.0,0.0,0.0,68.0
crux-framework.csv,10.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,62.0,66.0,3.0,101.0,1.0,0.0,0.0
exl.csv,0.0,2.0,6.0,1.0,4.0,0.0,0.0,2.0,12.0,163.0,0.0,0.0,1.0,0.0,64.0
ikvm.csv,0.0,0.0,10.0,10.0,0.0,0.0,1.0,11.0,11.0,122.0,2.0,0.0,1.0,0.0,46.0
irrlicht.csv,0.0,0.0,7.0,11.0,0.0,0.0,1.0,9.0,15.0,3583.0,2.0,0.0,2.0,0.0,68.0
les-indemodables.csv,0.0,2.0,14.0,9.0,0.0,0.0,2.0,1.0,6.0,161.0,3.0,0.0,1.0,0.0,43.0
lportal.csv,4.0,0.0,3.0,65.0,0.0,0.0,150.0,0.0,1.0,24.0,2.0,1.0,0.0,1.0,2.0
ns-3-dev-def-routing.csv,45.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,6.0,155.0,0.0,0.0,0.0,0.0,46.0
qpe.csv,16.0,1.0,6.0,4.0,0.0,0.0,1.0,3.0,2.0,29.0,8.0,2.0,1.0,0.0,37.0
sigil.csv,11.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,8.0,65.0,0.0,0.0,0.0,0.0,59.0
ultimairis.csv,16.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,13.0,171.0,0.0,101.0,0.0,0.0,40.0
unflobtactical.csv,12.0,0.0,5.0,7.0,0.0,0.0,2.0,0.0,14.0,155.0,2.0,0.0,0.0,0.0,57.0
xbg.csv,0.0,3.0,3.0,6.0,0.0,0.0,1.0,9.0,6.0,20.0,2.0,0.0,0.0,0.0,111.0
