,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.2,0.56,0.52,0.5,0.72,0.62,0.46,0.81,0.29,0.1,0.49,0.54,0.48,0.81,0.06
amateur-scrolls.csv,0.26,0.0,0.48,0.63,0.59,0.29,0.42,0.73,0.22,0.06,0.36,0.05,0.32,0.76,0.04
biopax.csv,0.15,0.59,0.43,0.51,0.76,0.87,0.46,0.77,0.23,0.08,0.56,0.54,0.88,0.88,0.05
crux-framework.csv,0.06,0.55,0.15,0.08,0.11,0.17,0.22,0.18,0.0,0.14,0.33,0.0,0.1,0.29,0.3
exl.csv,0.18,0.51,0.45,0.48,0.51,0.52,0.39,0.66,0.16,0.04,0.47,0.58,0.65,0.83,0.06
ikvm.csv,0.09,0.87,0.28,0.26,0.5,0.75,0.45,0.29,0.22,0.02,0.35,0.25,0.39,0.27,0.04
irrlicht.csv,0.14,0.59,0.43,0.47,0.73,0.78,0.47,0.74,0.23,0.0,0.56,0.53,0.88,0.86,0.05
les-indemodables.csv,0.15,0.54,0.4,0.47,0.7,0.72,0.43,0.65,0.25,0.08,0.47,0.62,0.69,0.79,0.07
lportal.csv,0.08,0.29,0.18,0.0,0.25,0.09,0.0,0.24,0.17,0.25,0.13,0.53,0.18,0.44,0.25
ns-3-dev-def-routing.csv,0.19,0.5,0.42,0.41,0.81,0.7,0.49,0.75,0.19,0.1,0.59,0.54,0.69,0.78,0.05
qpe.csv,0.27,0.48,0.36,0.26,0.5,0.63,0.43,0.67,0.27,0.13,0.48,0.19,0.35,0.54,0.07
sigil.csv,0.27,0.52,0.53,0.53,0.79,0.65,0.48,0.82,0.31,0.11,0.56,0.57,0.62,0.88,0.06
ultimairis.csv,0.11,0.55,0.44,0.56,0.31,0.82,0.6,0.14,0.24,0.08,0.52,0.0,0.68,0.89,0.08
unflobtactical.csv,0.25,0.55,0.49,0.52,0.8,0.64,0.46,0.83,0.29,0.1,0.47,0.54,0.72,0.86,0.06
xbg.csv,0.07,0.29,0.04,0.12,0.43,0.5,0.46,0.28,0.47,0.02,0.07,0.27,0.24,0.19,0.0
