,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.62,0.41,0.16,0.17,0.56,0.33,0.09,0.14,0.77,0.91
chaosrts.csv,0.65,0.71,0.17,0.16,0.71,0.53,0.3,0.1,0.62,0.97
lazarus-ccr.csv,0.58,0.77,0.17,0.09,0.53,0.46,0.26,0.23,0.59,0.89
linuxsh.csv,0.67,0.43,0.38,0.3,0.6,0.5,0.0,0.0,0.61,0.87
migen.csv,0.68,0.44,0.21,0.28,0.71,0.62,0.0,0.14,0.57,0.88
moviesandbox.csv,0.72,0.41,0.42,0.2,0.71,0.62,0.2,0.17,0.48,0.9
sauerbraten.csv,0.8,0.52,0.17,0.14,0.61,0.41,0.27,0.27,0.62,0.88
scite-ru.csv,0.67,0.47,0.23,0.13,0.61,0.48,0.42,0.24,0.58,0.88
vrjuggler.csv,0.83,0.44,0.0,0.0,0.75,0.22,0.3,0.28,0.86,0.9
xuggle.csv,0.76,0.53,0.2,0.31,0.63,0.55,0.39,0.1,0.64,0.88
