,sauerbraten.csv,lazarus-ccr.csv,linuxsh.csv,xuggle.csv,moviesandbox.csv,migen.csv,scite-ru.csv,vrjuggler.csv,alleg.csv,chaosrts.csv
alleg.csv,0.33,0.41,0.49,0.48,0.44,0.61,0.91,0.46,0.51,0.91
chaosrts.csv,0.35,0.62,0.44,0.54,0.68,0.47,0.49,0.9,0.45,0.48
lazarus-ccr.csv,0.44,0.5,0.44,0.53,0.61,0.44,0.66,0.47,0.5,0.45
linuxsh.csv,0.33,0.6,0.62,0.97,0.38,0.8,0.67,0.0,0.86,0.93
migen.csv,0.37,0.48,0.68,0.71,0.47,0.44,0.0,0.86,0.75,0.44
moviesandbox.csv,0.37,0.73,0.92,0.81,0.38,0.62,0.8,0.83,0.96,0.58
sauerbraten.csv,0.37,0.43,0.45,0.61,0.44,0.46,0.42,0.54,0.5,0.39
scite-ru.csv,0.33,0.37,0.46,0.58,0.38,0.43,0.74,0.39,0.55,0.38
vrjuggler.csv,0.83,0.59,0.0,0.67,0.83,0.89,0.9,0.56,0.86,0.44
xuggle.csv,0.37,0.38,0.39,0.63,0.37,0.42,0.36,0.52,0.38,0.52
