,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,megameknet.csv,fityk.csv,ondex.csv,fleet-simulator.csv,duplicati.csv,xamj.csv
dspace-gsoc.csv,1.0,1.0,4.0,1.0,46.0,3.0,0.0,2.0,90.0,91.0,7.0,0.0,0.0,0.0,1.0,0.0
fbmanager.csv,140.0,52.0,1.0,104.0,350.0,1.0,54.0,63.0,125.0,387.0,306.0,1.0,195.0,0.0,0.0,338.0
fityk.csv,10.0,1.0,0.0,3.0,30.0,0.0,0.0,0.0,54.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0
fleet-simulator.csv,9.0,0.0,2.0,0.0,12.0,0.0,3.0,7.0,69.0,8.0,5.0,1.0,2.0,0.0,1.0,0.0
google-caja.csv,1.0,1.0,0.0,0.0,33.0,0.0,0.0,2.0,83.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
itext.csv,1.0,0.0,3.0,1.0,17.0,0.0,2.0,1.0,89.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0
k3b.csv,4.0,2.0,1.0,1.0,37.0,0.0,1.0,4.0,45.0,2.0,5.0,0.0,2.0,6.0,0.0,0.0
megameknet.csv,8.0,1.0,0.0,0.0,34.0,0.0,1.0,4.0,83.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0
myfaces.csv,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,65.0,2.0,3.0,0.0,1.0,0.0,0.0,7.0
ondex.csv,5.0,0.0,0.0,1.0,21.0,1.0,0.0,3.0,74.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
paintown.csv,0.0,2.0,1.0,1.0,37.0,0.0,0.0,6.0,79.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0
powerfolder.csv,4.0,1.0,0.0,1.0,45.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,1.0,0.0,8.0
smartgwt.csv,1.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,26.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0
triplea.csv,2.0,0.0,2.0,0.0,32.0,0.0,3.0,1.0,38.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0
xamj.csv,10.0,0.0,2.0,1.0,5.0,0.0,0.0,5.0,9.0,1.0,5.0,0.0,7.0,0.0,0.0,1.0
