,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv
fceugc.csv,0.16,0.33,0.21,0.92,0.27,0.17,0.23,0.18,0.39,0.1
flexpay.csv,0.09,0.55,0.93,0.36,0.42,0.38,0.4,0.48,0.14,0.38
jstock.csv,0.07,0.37,0.12,0.06,0.31,0.15,0.11,0.93,0.05,0.0
keyczar.csv,0.27,0.55,0.31,0.57,0.34,0.11,0.19,0.43,0.18,0.97
modellus.csv,0.36,0.43,0.5,0.12,0.61,0.95,0.4,0.42,0.27,0.29
open-data-kit.csv,0.5,0.57,0.49,0.53,0.54,0.66,0.97,0.61,0.3,0.53
phet.csv,0.95,0.17,0.29,0.33,0.04,0.12,0.35,0.27,0.35,0.4
qtractor.csv,0.2,0.97,0.44,0.42,0.45,0.61,0.54,0.49,0.22,0.4
sumatrapdf.csv,0.42,0.64,0.59,0.53,0.98,0.78,0.6,0.5,0.74,0.29
synergyspace.csv,0.36,0.29,0.34,0.36,0.22,0.44,0.32,0.0,0.9,0.18
