,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.09,0.16,0.49,0.27,0.58,0.25,0.78,0.41,0.45,0.47,0.07,0.64
bscwweasel.csv,0.06,0.07,0.5,0.41,0.48,0.33,0.48,0.4,0.35,0.45,0.18,0.34
capcode.csv,0.06,0.21,0.39,0.25,0.43,0.5,0.51,0.32,0.43,0.45,0.12,0.47
emite.csv,0.69,0.12,0.33,0.1,0.3,0.05,0.19,0.08,0.14,0.2,0.0,0.62
lamp.csv,0.53,0.33,0.35,0.24,0.44,0.25,0.85,0.48,0.43,0.55,0.09,0.29
mecat.csv,0.57,0.11,0.04,0.06,0.25,0.17,0.02,0.28,0.0,0.48,0.5,0.0
nodal.csv,0.02,0.29,0.45,0.23,0.35,0.26,0.2,0.39,0.5,0.55,0.12,0.36
pydev.csv,0.65,0.27,0.35,0.25,0.54,0.27,0.39,0.43,0.35,0.57,0.11,0.26
retromenu.csv,0.6,0.24,0.46,0.24,0.71,0.2,0.41,0.25,0.38,0.26,0.0,0.52
smbopensoft.csv,0.81,0.18,0.35,0.25,0.51,0.3,0.8,0.31,0.46,0.46,0.08,0.59
stuproa-cims.csv,0.04,0.18,0.34,0.23,0.55,0.29,0.04,0.54,0.35,0.45,0.12,0.49
thout.csv,0.51,0.18,0.48,0.24,0.31,0.28,0.84,0.41,0.42,0.19,0.04,0.56
