,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.03,0.81,0.27,0.5,0.47,0.61,0.49,0.45,0.9,0.61,0.4,0.82
bscwweasel.csv,0.01,0.09,0.33,0.22,0.38,0.25,0.56,0.52,0.24,0.62,0.28,0.32
capcode.csv,0.01,0.82,0.85,0.7,0.33,0.25,0.41,0.15,0.84,0.42,0.48,0.78
emite.csv,0.5,0.5,0.22,0.28,0.16,0.38,0.08,0.09,0.05,0.25,0.05,0.4
lamp.csv,0.7,0.24,0.12,0.6,0.96,0.82,0.95,0.33,0.51,0.46,0.98,0.28
mecat.csv,0.55,0.02,0.01,0.08,0.16,0.28,0.0,0.33,0.02,0.17,0.1,0.0
nodal.csv,0.0,0.3,0.24,0.36,0.69,0.41,0.05,0.21,0.35,0.52,0.48,0.12
pydev.csv,1.0,0.23,0.76,0.83,0.73,0.93,0.38,0.76,0.24,0.35,0.85,0.22
retromenu.csv,0.66,0.34,0.22,0.23,0.27,0.35,0.21,0.42,0.32,0.06,0.32,0.35
smbopensoft.csv,0.16,0.98,0.93,0.61,0.91,0.56,0.62,0.35,0.81,0.84,0.73,0.82
stuproa-cims.csv,0.04,0.12,0.86,0.36,0.53,0.17,0.05,0.27,0.6,0.74,0.45,0.3
thout.csv,0.35,1.0,0.22,0.11,0.49,0.89,0.87,0.94,0.97,0.16,0.72,0.95
