,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.99,0.25,0.39,0.35,0.21,0.5,0.01,0.34,0.59,0.2,0.47,0.16,0.36,0.2,0.1,0.34,0.49,0.35
aztec.csv,0.17,0.69,0.67,0.83,0.0,0.5,0.62,0.34,0.55,0.16,0.53,0.7,0.59,0.92,0.23,0.59,0.44,0.67
bibedt.csv,0.31,0.46,0.39,0.27,0.14,0.17,0.25,0.0,0.1,0.04,0.37,0.31,0.27,0.27,0.29,0.26,0.09,0.24
esmf.csv,0.0,0.86,0.67,0.42,0.37,0.96,0.7,0.66,0.86,0.05,0.75,0.8,0.82,0.98,0.54,0.57,0.53,0.68
irrlicht.csv,0.54,0.29,0.61,0.38,0.93,0.5,0.38,0.78,0.44,0.62,0.02,0.23,0.3,0.49,0.76,0.31,0.47,0.39
jstock.csv,0.2,0.12,0.21,0.11,0.13,0.12,0.11,0.27,0.23,0.0,0.27,0.06,0.02,0.1,0.05,0.2,0.02,0.11
kowari.csv,0.0,0.05,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.0,0.06,0.02,0.04,0.0,0.0
lportal.csv,0.63,0.59,0.41,0.05,0.39,0.46,0.62,0.24,0.17,0.45,0.57,0.73,0.41,0.45,0.38,0.0,0.42,0.49
modellus.csv,0.24,0.46,0.43,0.24,0.09,0.38,0.34,0.29,0.22,0.36,0.39,0.0,0.23,0.35,0.56,0.36,0.26,0.3
open-data-kit.csv,0.57,0.59,0.54,0.29,0.57,0.42,0.64,0.27,0.4,0.56,0.31,0.62,0.0,0.45,0.2,0.64,0.37,0.48
pentahoanalysistool.csv,0.04,0.0,0.25,0.12,0.03,0.17,0.18,0.1,0.21,0.09,0.08,0.2,0.34,0.14,0.04,0.25,0.12,0.17
phet.csv,0.03,0.37,0.0,0.55,0.5,0.33,0.41,0.07,0.21,0.0,0.24,0.47,0.55,0.37,0.38,0.13,0.26,0.46
qtractor.csv,0.36,0.37,0.43,0.2,0.23,0.0,0.26,0.37,0.33,0.31,0.33,0.21,0.3,0.29,0.45,0.4,0.3,0.26
roller.csv,0.3,0.46,0.43,0.32,0.29,0.33,0.23,0.49,0.31,0.49,0.59,0.43,0.23,0.0,0.74,0.42,0.23,0.31
sumatrapdf.csv,0.51,0.59,0.6,0.44,0.36,0.58,0.59,0.78,0.76,0.0,0.53,0.41,0.45,0.9,0.28,0.86,0.44,0.61
synergyspace.csv,0.19,0.59,0.32,0.03,0.05,0.33,0.27,0.27,0.08,0.16,0.31,0.43,0.59,0.31,0.05,0.1,0.02,0.0
ultimairis.csv,0.69,0.8,0.88,0.85,0.2,0.71,0.8,0.63,0.81,0.53,0.55,0.71,0.61,0.9,0.01,0.9,0.74,0.85
voms.csv,0.04,0.05,0.06,0.0,0.01,0.12,0.02,0.02,0.14,0.07,0.16,0.1,0.0,0.06,0.01,0.04,0.0,0.02
