,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.43,0.62,0.51,0.6,0.97,0.67,0.72,0.84,0.37,0.73,0.69,0.54,0.59,0.51,0.96,0.55,0.39,0.62
aztec.csv,0.96,0.55,0.46,0.64,0.95,0.48,0.49,0.45,0.64,0.92,0.59,0.54,0.59,0.39,0.95,0.61,0.62,0.6
bibedt.csv,0.88,0.51,0.63,0.85,0.98,0.82,0.8,0.88,0.9,0.88,0.77,0.46,0.73,0.55,0.74,0.6,0.83,0.9
esmf.csv,0.93,0.48,0.44,0.51,0.7,0.42,0.45,0.39,0.39,0.67,0.5,0.46,0.5,0.35,0.61,0.57,0.48,0.52
irrlicht.csv,0.47,0.52,0.41,0.81,0.43,0.35,0.54,0.45,0.49,0.43,0.5,0.44,0.56,0.55,0.38,0.57,0.37,0.4
jstock.csv,0.79,0.9,0.77,0.89,0.98,0.63,0.94,0.73,0.61,0.83,0.75,0.92,0.86,0.73,0.94,0.69,0.79,0.93
kowari.csv,0.0,0.67,0.75,0.83,0.75,0.0,0.0,0.0,0.86,0.0,0.8,0.8,0.0,0.8,0.5,0.99,0.0,0.0
lportal.csv,0.66,0.67,0.76,0.67,0.73,0.86,0.59,0.91,0.93,0.7,0.86,0.59,0.97,0.93,0.8,0.99,0.71,0.85
modellus.csv,0.63,0.44,0.57,0.61,0.97,0.52,0.52,0.76,0.81,0.49,0.61,0.48,0.63,0.45,0.45,0.5,0.8,0.63
open-data-kit.csv,0.56,0.41,0.51,0.86,0.53,0.46,0.41,0.5,0.7,0.46,0.64,0.53,0.44,0.49,0.71,0.47,0.52,0.59
pentahoanalysistool.csv,0.89,0.63,0.9,0.8,0.91,0.92,0.81,0.8,0.94,0.94,0.94,0.69,0.7,0.64,0.86,0.77,0.88,0.95
phet.csv,0.83,0.92,0.98,0.79,0.75,0.91,0.74,0.75,0.94,0.0,0.98,0.84,0.75,0.69,0.81,1.0,0.92,0.76
qtractor.csv,0.5,0.45,0.57,0.65,0.68,0.48,0.6,0.38,0.63,0.5,0.56,0.48,0.6,0.48,0.51,0.54,0.53,0.81
roller.csv,0.72,0.5,0.5,0.63,0.74,0.5,0.63,0.43,0.67,0.51,0.52,0.39,0.58,0.44,0.4,0.48,0.62,0.51
sumatrapdf.csv,0.57,0.53,0.48,0.68,0.51,0.67,0.42,0.47,0.39,0.63,0.52,0.46,0.62,0.39,0.59,0.41,0.48,0.57
synergyspace.csv,0.96,0.52,0.7,0.75,0.93,0.92,0.88,0.92,0.86,0.79,0.98,0.53,0.54,0.59,0.91,1.0,0.0,0.96
ultimairis.csv,0.49,0.45,0.4,0.62,0.91,0.49,0.41,0.55,0.43,0.43,0.53,0.44,0.47,0.4,0.77,0.42,0.39,0.55
voms.csv,0.86,0.83,0.93,0.89,0.75,0.75,0.75,0.0,0.92,0.83,0.97,0.96,0.86,0.83,0.75,0.99,0.0,0.67
