,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,22.0,5.0,2.0,18.0,21.0,3.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,2.0,0.0,25.0,2.0,1.0
aztec.csv,3.0,2.0,4.0,13.0,0.0,0.0,6.0,0.0,7.0,8.0,0.0,2.0,4.0,0.0,1.0,143.0,5.0,1.0
bibedt.csv,10.0,4.0,2.0,6.0,14.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,1.0,97.0,1.0,1.0
esmf.csv,0.0,2.0,3.0,3.0,18.0,3.0,6.0,0.0,7.0,85.0,0.0,9.0,4.0,0.0,1.0,95.0,3.0,0.0
irrlicht.csv,15.0,2.0,1.0,24.0,38.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,3.0,262.0,4.0,5.0
jstock.csv,4.0,6.0,1.0,5.0,3.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,8.0
kowari.csv,159.0,85.0,0.0,3.0,0.0,51.0,143.0,50.0,0.0,85.0,0.0,1.0,119.0,0.0,150.0,36.0,55.0,125.0
lportal.csv,21.0,2.0,5.0,74.0,26.0,3.0,6.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,5.0,1.0
modellus.csv,5.0,5.0,4.0,11.0,4.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,114.0,5.0,0.0
open-data-kit.csv,12.0,3.0,1.0,15.0,19.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,1.0,0.0,52.0,1.0,11.0
pentahoanalysistool.csv,0.0,0.0,1.0,4.0,7.0,0.0,6.0,2.0,84.0,0.0,0.0,4.0,2.0,1.0,0.0,173.0,1.0,2.0
phet.csv,2.0,11.0,0.0,19.0,36.0,2.0,6.0,2.0,6.0,85.0,0.0,6.0,4.0,0.0,1.0,62.0,3.0,1.0
qtractor.csv,7.0,5.0,2.0,1.0,11.0,0.0,3.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,210.0,6.0,5.0
roller.csv,6.0,2.0,2.0,1.0,11.0,0.0,3.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,1.0,3.0
sumatrapdf.csv,10.0,1.0,6.0,11.0,6.0,3.0,6.0,2.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,171.0,12.0,1.0
synergyspace.csv,13.0,7.0,1.0,0.0,318.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,56.0,55.0,0.0
ultimairis.csv,12.0,7.0,5.0,12.0,10.0,3.0,7.0,7.0,14.0,0.0,0.0,4.0,3.0,0.0,0.0,170.0,3.0,1.0
voms.csv,2.0,1.0,1.0,0.0,1.0,2.0,1.0,50.0,8.0,1.0,0.0,5.0,0.0,0.0,0.0,58.0,55.0,2.0
