,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.72,0.63,0.91,0.95,1.0,1.01,0.46,0.8,0.97,0.96,0.89,0.29,0.63,0.78,1.0,0.81,0.92,1.0,0.77,0.7
extprosys.csv,0.63,1.03,0.63,0.94,0.87,0.87,0.95,1.01,0.64,0.69,0.5,1.24,1.0,0.83,0.7,0.62,0.91,0.78,0.87,0.82
freewrl.csv,0.91,0.87,0.96,0.65,0.82,0.79,0.56,0.77,0.66,0.35,0.64,1.03,0.79,0.62,0.9,0.54,0.81,0.93,0.7,0.65
glas.csv,0.47,0.82,0.74,0.68,0.63,0.75,0.83,0.47,0.53,0.76,0.73,0.37,0.67,0.74,0.47,0.48,0.68,0.78,0.58,0.8
ibatisdb.csv,1.0,0.79,0.74,0.74,0.83,0.81,0.66,0.67,0.5,0.96,0.9,0.82,0.78,0.7,0.56,0.28,0.97,0.88,0.84,0.6
japano.csv,1.29,1.0,0.75,0.77,1.0,0.31,0.96,0.84,0.96,1.0,0.73,0.35,0.78,0.92,0.85,0.84,0.78,0.96,0.92,0.7
lockss.csv,0.3,0.92,0.85,0.81,0.72,0.81,0.88,0.56,0.47,1.0,0.63,0.95,0.56,0.44,0.97,0.56,0.97,0.97,0.58,0.76
officefloor.csv,0.55,0.82,0.85,0.81,0.97,0.8,0.7,0.8,0.48,1.0,0.71,1.21,0.53,1.0,0.92,0.5,0.78,0.88,0.69,0.85
opennms.csv,1.07,1.02,0.94,0.41,0.81,0.98,0.78,0.61,0.9,0.75,1.0,0.89,0.68,0.59,0.95,0.97,1.0,0.86,0.91,1.0
papertoolkit.csv,1.14,0.82,0.88,0.88,0.94,0.85,0.71,0.81,0.81,0.83,0.72,0.8,0.96,0.17,0.9,0.92,0.78,0.83,0.71,0.92
primefaces.csv,0.69,0.83,1.0,0.82,0.85,0.89,0.99,0.98,0.99,0.86,0.76,1.0,1.0,0.97,1.0,0.74,0.87,0.34,0.62,0.78
rohxel.csv,0.38,0.88,0.78,0.83,0.34,0.79,0.86,0.82,0.9,0.71,0.71,0.77,1.0,1.04,0.74,0.98,0.84,0.74,0.85,1.0
roller.csv,0.44,0.67,0.97,0.7,0.51,0.76,0.95,0.97,0.49,0.86,0.36,1.05,0.95,0.63,0.54,0.71,0.94,0.67,0.69,0.85
sevenupdate.csv,1.0,0.27,1.0,0.96,1.0,1.0,0.87,0.76,1.0,1.0,1.0,1.0,0.72,0.77,1.0,1.0,1.0,1.0,0.9,1.0
soar.csv,0.63,0.95,0.99,0.84,0.75,1.0,0.84,0.62,0.9,0.82,0.78,1.0,1.0,0.92,1.0,0.86,0.43,0.93,0.89,1.01
web-cat.csv,0.81,0.54,0.81,0.82,0.75,0.97,0.97,0.69,0.82,0.88,0.83,1.01,0.5,0.72,0.57,0.79,1.0,0.74,0.77,0.39
xcf.csv,1.19,0.64,0.64,0.67,0.69,0.79,0.57,0.73,0.67,0.64,0.62,0.28,0.61,0.68,0.62,0.72,0.94,0.83,0.37,0.79
xfce.csv,1.34,1.09,0.87,0.62,0.78,0.86,0.53,0.68,0.97,0.56,0.67,0.34,0.52,0.53,0.81,0.55,0.81,0.83,0.77,0.98
