,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.66,0.58,0.38,0.23,0.0,0.0,0.67,0.27,0.13,0.17,0.42,0.75,0.55,0.54,0.0,0.52,0.3,0.0,0.57,0.63
extprosys.csv,0.75,0.0,0.47,0.24,0.18,0.41,0.21,0.0,0.68,0.63,0.71,0.0,0.0,0.35,0.37,0.71,0.37,0.29,0.45,0.35
freewrl.csv,0.33,0.44,0.17,0.64,0.51,0.5,0.66,0.58,0.69,0.79,0.67,0.0,0.55,0.75,0.37,0.79,0.35,0.27,0.66,0.49
glas.csv,0.85,0.47,0.32,0.63,0.56,0.42,0.49,0.75,0.54,0.3,0.54,0.68,0.63,0.37,0.67,0.74,0.52,0.26,0.49,0.53
ibatisdb.csv,0.0,0.33,0.43,0.39,0.21,0.3,0.43,0.44,0.62,0.05,0.13,0.22,0.51,0.37,0.53,0.82,0.04,0.15,0.19,0.47
japano.csv,0.0,0.0,0.59,0.56,0.0,0.78,0.17,0.49,0.26,0.0,0.46,0.7,0.52,0.3,0.47,0.48,0.45,0.17,0.33,0.61
lockss.csv,0.92,0.1,0.18,0.25,0.35,0.42,0.15,0.57,0.63,0.0,0.42,0.06,0.52,0.68,0.04,0.58,0.04,0.02,0.51,0.36
officefloor.csv,0.8,0.22,0.2,0.25,0.04,0.49,0.4,0.27,0.63,0.0,0.6,0.0,0.6,0.0,0.1,0.8,0.5,0.15,0.36,0.45
opennms.csv,0.0,0.32,0.07,0.69,0.5,0.02,0.28,0.52,0.13,0.45,0.0,0.13,0.43,0.63,0.06,0.04,0.0,0.18,0.19,0.0
papertoolkit.csv,0.0,0.22,0.16,0.17,0.1,0.21,0.34,0.27,0.45,0.22,0.35,0.24,0.05,0.96,0.17,0.1,0.38,0.21,0.46,0.13
primefaces.csv,0.69,0.5,0.0,0.51,0.47,0.37,0.05,0.09,0.05,0.18,0.55,0.0,0.0,0.13,0.0,0.63,0.44,0.79,0.63,0.57
rohxel.csv,0.89,0.15,0.53,0.21,0.74,0.25,0.17,0.21,0.16,0.35,0.34,0.27,0.0,0.0,0.31,0.04,0.29,0.56,0.19,0.0
roller.csv,0.86,0.68,0.17,0.5,0.59,0.41,0.23,0.13,0.75,0.18,0.77,0.0,0.21,0.75,0.55,0.46,0.15,0.51,0.49,0.19
sevenupdate.csv,0.0,0.77,0.0,0.28,0.0,0.0,0.43,0.51,0.05,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.35,0.0
soar.csv,0.75,0.38,0.05,0.48,0.58,0.0,0.49,0.66,0.34,0.26,0.53,0.0,0.0,0.3,0.0,0.44,0.69,0.27,0.4,0.0
web-cat.csv,0.54,0.53,0.53,0.51,0.58,0.32,0.13,0.61,0.51,0.4,0.5,0.0,0.64,0.66,0.63,0.57,0.0,0.56,0.55,0.77
xcf.csv,0.0,0.48,0.56,0.54,0.61,0.5,0.64,0.44,0.66,0.5,0.71,0.76,0.56,0.38,0.69,0.65,0.29,0.21,0.76,0.55
xfce.csv,0.0,0.0,0.42,0.57,0.54,0.46,0.64,0.58,0.13,0.62,0.69,0.71,0.65,0.82,0.51,0.68,0.3,0.49,0.57,0.13
