,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.39,0.48,0.56,0.36,0.38,0.52,0.46,0.78,0.46,0.33,0.51,0.36,0.47,0.45,0.47,0.45,0.38,0.33,0.47,0.41
extprosys.csv,0.45,0.43,0.63,0.37,0.88,0.52,0.37,0.4,0.51,0.37,0.44,0.77,0.46,0.55,0.81,0.47,0.37,0.94,0.5,0.65
freewrl.csv,0.3,0.41,0.48,0.37,0.37,0.38,0.45,0.39,0.41,0.34,0.35,0.4,0.44,0.4,0.51,0.39,0.62,0.32,0.41,0.48
glas.csv,0.44,0.5,0.67,0.36,0.37,0.41,0.41,0.36,0.6,0.64,0.43,0.37,0.39,0.5,0.48,0.41,0.39,0.91,0.56,0.26
ibatisdb.csv,0.88,0.62,0.64,0.5,0.88,0.61,0.66,0.51,0.49,0.0,0.93,0.94,0.61,0.64,0.77,0.56,0.0,0.8,0.83,0.62
japano.csv,0.38,0.46,0.55,0.42,0.38,0.53,0.36,0.46,0.48,0.33,0.61,0.46,0.63,0.36,0.54,0.5,0.61,0.34,0.45,0.44
lockss.csv,0.56,0.75,0.95,0.85,0.64,0.39,0.93,0.45,0.5,0.0,0.59,0.9,0.43,0.58,0.0,0.47,0.5,0.0,0.45,0.56
officefloor.csv,0.47,0.67,0.81,0.81,0.0,0.36,0.65,0.87,0.53,0.0,0.33,0.57,0.45,0.5,0.8,0.38,0.33,0.83,0.7,0.38
opennms.csv,0.62,0.52,0.8,0.59,0.45,0.67,0.95,0.53,0.99,0.5,0.0,0.95,0.65,0.42,0.67,0.83,0.0,0.89,0.87,0.0
papertoolkit.csv,0.45,0.78,0.96,0.94,0.8,0.88,0.81,0.74,0.66,0.89,0.81,0.77,0.86,0.85,0.94,0.9,0.45,0.9,0.59,0.88
primefaces.csv,0.4,0.44,0.47,0.35,0.36,0.46,0.36,0.4,0.45,0.83,0.42,0.38,0.46,0.33,0.47,0.41,0.38,0.46,0.39,0.27
rohxel.csv,0.57,0.83,0.58,0.94,0.4,0.92,0.92,0.89,0.99,0.73,0.81,0.8,0.0,0.61,0.83,0.93,0.56,0.36,0.88,0.0
roller.csv,0.43,0.47,0.5,0.48,0.44,0.42,0.37,0.4,0.43,0.86,0.41,0.51,0.47,0.34,0.69,0.55,0.69,0.41,0.54,0.83
sevenupdate.csv,0.3,0.58,0.47,0.39,0.36,0.47,0.38,0.5,0.45,0.33,0.34,0.37,0.47,0.43,0.47,0.42,0.36,0.33,0.41,0.32
soar.csv,0.42,0.53,0.47,0.4,0.4,0.51,0.47,0.37,0.49,0.92,0.47,0.4,0.46,0.36,0.47,0.45,0.64,0.35,0.44,0.32
web-cat.csv,0.35,0.64,0.53,0.42,0.42,0.55,0.36,0.57,0.5,0.32,0.38,0.38,0.41,0.43,0.61,0.45,0.37,0.44,0.5,0.48
xcf.csv,0.4,0.5,0.48,0.46,0.42,0.37,0.39,0.48,0.42,0.41,0.34,0.36,0.43,0.89,0.47,0.39,0.35,0.9,0.44,0.3
xfce.csv,0.32,0.35,0.49,0.47,0.39,0.35,0.46,0.4,0.46,0.41,0.33,0.36,0.39,0.4,0.48,0.47,0.62,0.31,0.38,0.33
