,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.72,0.5,0.87,0.94,1.0,1.0,0.32,0.2,0.97,0.96,0.73,0.0,0.44,0.7,1.0,0.8,0.92,1.0,0.73,0.68
extprosys.csv,0.63,1.0,0.28,0.94,0.18,0.67,0.95,1.0,0.63,0.67,0.43,1.0,1.0,0.5,0.16,0.61,0.88,0.22,0.77,0.45
freewrl.csv,0.91,0.83,0.96,0.6,0.82,0.67,0.47,0.76,0.66,0.29,0.63,1.0,0.78,0.62,0.89,0.54,0.44,0.93,0.7,0.39
glas.csv,0.47,0.67,0.18,0.65,0.45,0.44,0.8,0.43,0.19,0.17,0.61,0.0,0.62,0.32,0.35,0.44,0.48,0.07,0.13,0.77
ibatisdb.csv,0.08,0.33,0.43,0.36,0.09,0.33,0.27,0.33,0.31,0.0,0.12,0.0,0.66,0.22,0.22,0.23,0.0,0.0,0.03,0.16
japano.csv,0.81,1.0,0.74,0.74,1.0,0.22,0.96,0.79,0.93,1.0,0.47,0.0,0.68,0.92,0.82,0.81,0.56,0.96,0.9,0.65
lockss.csv,0.3,0.0,0.09,0.18,0.18,0.56,0.06,0.33,0.26,0.0,0.08,0.0,0.22,0.28,0.0,0.33,0.04,0.0,0.23,0.32
officefloor.csv,0.55,0.0,0.17,0.19,0.0,0.67,0.28,0.2,0.27,0.0,0.67,1.0,0.34,0.03,0.04,0.5,0.64,0.04,0.0,0.71
opennms.csv,0.38,0.83,0.01,0.26,0.73,0.0,0.19,0.35,0.09,0.5,0.0,0.0,0.3,0.48,0.02,0.05,0.0,0.11,0.33,0.0
papertoolkit.csv,0.56,0.0,0.13,0.18,0.18,0.22,0.14,0.24,0.62,0.17,0.18,0.0,0.0,0.17,0.24,0.07,0.44,0.11,0.43,0.19
primefaces.csv,0.69,0.83,1.0,0.78,0.82,0.89,0.99,0.98,0.99,0.08,0.71,1.0,1.0,0.97,1.0,0.74,0.84,0.3,0.53,0.77
rohxel.csv,0.38,0.0,0.72,0.14,0.18,0.0,0.03,0.05,0.25,0.12,0.08,0.0,0.0,0.3,0.15,0.12,0.4,0.67,0.1,0.0
roller.csv,0.44,0.67,0.96,0.49,0.27,0.44,0.94,0.97,0.45,0.12,0.29,1.0,0.95,0.63,0.24,0.44,0.36,0.44,0.43,0.1
sevenupdate.csv,1.0,0.0,1.0,0.92,1.0,1.0,0.86,0.61,0.99,1.0,1.0,1.0,0.68,0.77,1.0,1.0,1.0,1.0,0.9,1.0
soar.csv,0.63,0.83,0.99,0.79,0.73,1.0,0.75,0.58,0.9,0.25,0.71,1.0,1.0,0.92,1.0,0.86,0.28,0.93,0.87,1.0
web-cat.csv,0.81,0.17,0.78,0.78,0.73,0.89,0.97,0.63,0.8,0.88,0.82,1.0,0.35,0.72,0.45,0.79,1.0,0.67,0.73,0.32
xcf.csv,0.65,0.33,0.49,0.48,0.64,0.67,0.47,0.42,0.65,0.38,0.61,0.0,0.43,0.13,0.6,0.72,0.92,0.11,0.3,0.77
xfce.csv,0.88,1.0,0.87,0.45,0.73,0.78,0.38,0.58,0.97,0.42,0.67,0.0,0.4,0.53,0.75,0.5,0.32,0.81,0.77,0.97
