,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,64.0,0.0,2.0,1.0,0.0,0.0,1.0,11.0,323.0,4.0,9.0,0.0,0.0,23.0,6.0,12.0,0.0,2.0,2.0,1.0
extprosys.csv,58.0,0.0,0.0,1.0,0.0,0.0,16.0,6.0,153.0,4.0,0.0,0.0,1.0,10.0,1.0,6.0,1.0,0.0,1.0,1.0
freewrl.csv,72.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,129.0,0.0,0.0,0.0,1.0,9.0,6.0,16.0,0.0,1.0,1.0,2.0
glas.csv,29.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,28.0,1.0,0.0,0.0,1.0,16.0,4.0,6.0,1.0,1.0,0.0,3.0
ibatisdb.csv,104.0,0.0,8.0,2.0,0.0,0.0,2.0,14.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0
japano.csv,104.0,0.0,2.0,1.0,0.0,0.0,15.0,6.0,319.0,4.0,1.0,0.0,1.0,20.0,6.0,17.0,0.0,2.0,4.0,1.0
lockss.csv,14.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,52.0,50.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
officefloor.csv,42.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,5.0,50.0,11.0,0.0,0.0,62.0,0.0,12.0,0.0,0.0,0.0,1.0
opennms.csv,104.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,3.0,125.0,0.0,1.0,6.0,0.0,0.0,55.0,1.0,2.0,49.0
papertoolkit.csv,104.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,288.0,1.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,1.0,1.0
primefaces.csv,50.0,0.0,2.0,15.0,1.0,0.0,16.0,6.0,321.0,1.0,0.0,0.0,1.0,19.0,6.0,9.0,0.0,1.0,2.0,0.0
rohxel.csv,28.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,173.0,0.0,0.0,0.0,250.0,62.0,2.0,13.0,2.0,2.0,3.0,49.0
roller.csv,24.0,0.0,2.0,1.0,0.0,0.0,15.0,6.0,79.0,3.0,0.0,0.0,1.0,4.0,4.0,17.0,1.0,0.0,7.0,0.0
sevenupdate.csv,81.0,0.0,2.0,1.0,0.0,0.0,15.0,3.0,323.0,4.0,0.0,0.0,0.0,21.0,6.0,17.0,0.0,2.0,4.0,1.0
soar.csv,44.0,0.0,2.0,1.0,0.0,0.0,15.0,5.0,320.0,2.0,0.0,0.0,1.0,20.0,6.0,16.0,0.0,2.0,4.0,4.0
web-cat.csv,67.0,0.0,2.0,1.0,0.0,0.0,14.0,6.0,380.0,2.0,0.0,0.0,0.0,18.0,6.0,16.0,0.0,2.0,3.0,1.0
xcf.csv,104.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,112.0,4.0,0.0,0.0,1.0,6.0,3.0,4.0,0.0,1.0,3.0,0.0
xfce.csv,104.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,320.0,1.0,0.0,0.0,0.0,4.0,1.0,16.0,1.0,0.0,2.0,1.0
