,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.76,0.97,0.83,0.91,0.88,0.55,0.5,0.67,0.88,0.61,0.9,0.83,0.95,0.93,0.88,0.7
bdbbasic.csv,0.41,0.73,0.65,0.4,0.59,0.35,0.5,0.0,0.55,0.29,0.83,0.44,0.41,0.96,0.76,0.62
crux-framework.csv,0.66,0.5,0.96,0.67,0.93,0.61,0.46,0.94,0.52,0.91,0.92,0.78,0.89,0.69,0.93,0.88
echongl.csv,0.46,0.96,0.43,0.41,0.44,0.45,0.67,0.54,0.4,0.36,0.9,0.51,0.54,0.98,0.54,0.71
etherboot.csv,0.67,0.95,0.0,0.0,0.62,0.86,0.0,0.63,0.72,0.0,0.33,0.5,0.5,0.0,0.41,0.42
freebios.csv,0.58,0.96,0.71,0.65,0.74,0.93,0.64,0.84,0.68,0.6,0.46,0.69,0.74,0.99,0.54,0.89
gebr.csv,0.42,0.38,0.39,0.44,0.39,0.49,0.39,0.44,0.4,0.29,0.33,0.46,0.49,0.39,0.42,0.41
glelite.csv,0.39,0.37,0.4,0.46,0.42,0.5,0.43,0.41,0.4,0.3,0.34,0.44,0.51,0.39,0.43,0.39
gnukeda.csv,0.43,0.48,0.65,0.51,0.42,0.47,0.52,0.54,0.76,0.4,0.64,0.47,0.68,0.98,0.43,0.44
google-gears.csv,0.44,0.5,0.6,0.54,0.44,0.5,0.41,0.46,0.41,0.3,0.49,0.51,0.53,0.35,0.5,0.43
gstreamer.csv,0.43,0.42,0.54,0.46,0.44,0.46,0.43,0.48,0.4,0.34,0.4,0.49,0.54,0.42,0.46,0.41
jnode.csv,0.75,0.67,0.82,0.61,0.88,0.8,0.93,0.78,0.92,0.92,0.88,0.96,0.75,0.96,0.81,0.5
metacosm.csv,0.93,0.68,0.54,0.82,0.8,0.45,0.89,0.58,0.88,0.51,0.54,0.76,0.8,0.67,0.59,0.41
openmeetings.csv,0.61,0.53,0.46,0.86,0.47,0.31,0.86,0.44,0.75,0.36,0.93,0.67,0.54,0.56,0.6,0.41
tradelink.csv,0.92,0.61,0.48,0.89,0.53,0.72,0.71,0.55,0.62,0.95,0.67,0.83,0.56,0.48,0.58,0.56
wxcrp.csv,0.55,0.68,0.46,0.47,0.42,0.44,0.55,0.62,0.44,0.34,0.65,0.59,0.51,0.37,0.57,0.52
