,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.36,0.11,0.28,0.21,0.11,0.65,0.02,0.04,0.3,0.29,0.19,0.27,0.17,0.07,0.36,0.49
bdbbasic.csv,0.61,0.26,0.34,0.49,0.26,0.72,0.02,0.0,0.66,0.13,0.52,0.47,0.47,0.16,0.35,0.52
crux-framework.csv,0.41,0.53,0.29,0.35,0.31,0.38,0.41,0.27,0.5,0.3,0.3,0.41,0.06,0.44,0.98,0.09
echongl.csv,0.58,0.27,0.32,0.55,0.53,0.56,0.07,0.41,0.7,0.86,0.3,0.53,0.6,0.23,0.49,0.5
etherboot.csv,0.07,0.46,0.0,0.0,0.61,0.19,0.0,0.53,0.57,0.0,0.05,0.02,0.0,0.0,0.72,0.13
freebios.csv,0.44,0.17,0.28,0.5,0.47,0.13,0.78,0.32,0.41,0.5,0.43,0.43,0.48,0.21,0.66,0.23
gebr.csv,0.0,0.0,0.05,0.0,0.49,0.17,0.0,0.68,0.0,0.0,0.05,0.13,0.0,0.0,0.0,0.0
glelite.csv,0.59,0.3,0.13,0.38,0.3,0.35,0.39,0.69,0.0,0.0,0.43,0.58,0.97,0.09,0.33,0.24
gnukeda.csv,0.48,0.67,0.34,0.74,0.59,0.65,0.38,0.5,0.41,0.39,0.24,0.38,0.0,0.2,0.48,0.13
google-gears.csv,0.72,0.63,0.54,0.48,0.59,0.09,0.34,0.67,0.45,0.13,0.56,0.67,0.0,0.71,0.8,0.13
gstreamer.csv,0.63,0.26,0.32,0.6,0.51,0.39,0.4,0.55,0.51,0.4,0.63,0.65,0.53,0.7,0.33,0.0
jnode.csv,0.04,0.4,0.81,0.42,0.11,0.0,0.21,0.39,0.25,0.11,0.13,0.18,0.04,0.05,0.37,0.09
metacosm.csv,0.3,0.45,0.41,0.32,0.17,0.5,0.14,0.37,0.25,0.37,0.59,0.24,0.21,0.38,0.68,0.75
openmeetings.csv,0.5,0.89,0.68,0.18,0.47,0.67,0.1,0.47,0.42,0.52,0.25,0.3,0.32,0.41,0.37,0.6
tradelink.csv,0.19,0.42,0.43,0.5,0.42,0.53,0.42,0.6,0.6,0.2,0.72,0.34,0.65,0.6,0.52,0.54
wxcrp.csv,0.52,0.25,0.42,0.52,0.3,0.63,0.43,0.4,0.67,0.79,0.71,0.48,0.67,0.65,0.32,0.43
