,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.81,0.68,0.79,0.72,0.69,0.83,0.04,0.71,0.62,0.93,0.91,0.78,0.25,0.52,0.53,0.58,0.47,0.67
dspace-gsoc.csv,0.5,0.66,0.46,0.68,0.68,0.86,0.75,0.43,0.49,0.62,0.0,0.5,0.68,0.89,0.45,0.46,0.63,1.24
fbmanager.csv,0.57,0.53,0.0,0.81,0.65,0.74,0.53,0.47,0.8,0.73,0.89,0.49,0.58,0.39,0.5,0.52,0.5,0.38
fido.csv,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0
freenet.csv,0.84,0.61,0.64,0.77,0.01,0.73,0.66,0.6,0.56,0.7,0.85,0.86,0.83,0.96,0.38,0.59,0.69,0.29
geogebra.csv,0.89,0.73,0.88,0.76,0.77,0.62,0.78,0.71,0.54,0.84,0.82,0.71,0.76,0.53,1.06,0.6,0.08,0.83
google-caja.csv,0.6,0.67,0.5,0.51,0.81,0.72,0.57,0.01,0.77,0.62,0.6,0.49,0.74,0.99,0.96,0.84,0.76,1.0
itext.csv,0.88,0.65,0.92,0.7,0.6,0.86,0.68,0.8,0.76,0.83,0.79,0.09,1.06,0.37,1.0,0.59,0.57,0.66
k3b.csv,0.57,0.64,0.52,0.66,0.64,0.78,0.45,0.57,0.64,0.09,0.77,0.55,0.77,0.46,0.72,0.45,0.52,1.02
megameknet.csv,0.76,0.79,0.7,0.49,0.56,0.73,0.6,0.72,0.55,0.75,0.75,0.69,0.46,0.5,0.63,0.07,0.62,1.02
myfaces.csv,0.64,0.61,0.84,1.01,0.92,0.71,0.7,0.99,0.06,0.78,0.83,0.62,0.61,0.9,0.89,0.74,0.68,0.76
onotoa.csv,0.7,0.6,0.75,0.67,0.64,0.0,0.8,0.68,0.9,0.73,0.87,0.78,0.79,0.95,0.88,0.92,0.72,0.59
paintown.csv,0.09,0.76,0.5,0.61,0.6,0.74,0.75,0.57,0.6,0.61,0.63,0.75,0.75,0.48,0.79,0.53,0.61,0.69
powerfolder.csv,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.96,1.0,0.97,1.0,0.0,1.0,1.0,0.99,1.0,0.98
smartgwt.csv,0.58,0.72,0.72,0.67,0.62,0.72,0.72,0.72,0.59,0.88,0.6,0.57,0.47,0.05,0.62,0.61,0.53,0.76
sqlpower-library.csv,0.92,0.52,0.76,0.04,0.6,0.7,0.5,0.57,0.45,0.66,0.97,0.63,0.48,0.76,0.62,0.48,0.46,0.52
triplea.csv,0.87,0.0,0.8,0.56,0.68,0.69,0.64,0.71,0.62,0.67,0.58,0.77,0.37,0.35,0.54,0.54,0.52,0.48
