,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.23,0.49,0.25,0.34,0.39,0.36,0.97,0.34,0.45,0.09,0.13,0.28,0.81,0.54,0.54,0.48,0.63,0.38
dspace-gsoc.csv,0.58,0.39,0.7,0.44,0.58,0.33,0.4,0.66,0.63,0.49,1.0,0.68,0.56,0.33,0.72,0.62,0.5,0.0
fbmanager.csv,0.67,0.66,1.0,0.5,0.67,0.53,0.6,0.7,0.53,0.43,0.42,0.65,0.69,0.73,0.7,0.57,0.71,0.67
fido.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0
freenet.csv,0.42,0.6,0.57,0.52,0.99,0.51,0.56,0.58,0.7,0.38,0.47,0.34,0.41,0.12,0.89,0.5,0.44,0.75
geogebra.csv,0.15,0.32,0.15,0.56,0.53,0.64,0.26,0.4,0.53,0.19,0.26,0.58,0.57,0.52,0.25,0.46,0.93,0.2
google-caja.csv,0.55,0.63,0.66,0.57,0.52,0.57,0.65,0.99,0.58,0.49,0.55,0.63,0.64,0.17,0.28,0.46,0.57,0.0
itext.csv,0.16,0.43,0.11,0.37,0.48,0.19,0.41,0.26,0.31,0.2,0.26,0.93,0.0,0.68,0.0,0.48,0.5,0.39
k3b.csv,0.56,0.59,0.69,0.54,0.5,0.46,0.65,0.65,0.71,0.97,0.53,0.66,0.6,0.81,0.5,0.7,0.73,0.0
megameknet.csv,0.53,0.53,0.52,0.7,0.6,0.41,0.46,0.39,0.54,0.5,0.5,0.62,0.75,0.66,0.52,0.94,0.59,0.0
myfaces.csv,0.52,0.48,0.32,0.0,0.35,0.61,0.59,0.35,0.95,0.3,0.22,0.48,0.59,0.12,0.42,0.33,0.4,0.28
onotoa.csv,0.5,0.53,0.5,0.56,0.62,1.0,0.52,0.59,0.42,0.41,0.22,0.28,0.51,0.24,0.43,0.35,0.54,0.46
paintown.csv,0.93,0.29,0.61,0.46,0.5,0.47,0.37,0.53,0.59,0.49,0.44,0.3,0.42,0.59,0.29,0.57,0.52,0.36
powerfolder.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.04,0.0,1.0,0.0,0.0,0.01,0.0,0.02
smartgwt.csv,0.52,0.5,0.39,0.56,0.58,0.49,0.44,0.47,0.64,0.39,0.61,0.59,0.63,0.96,0.66,0.49,0.68,0.28
sqlpower-library.csv,0.37,0.71,0.43,0.97,0.66,0.55,0.66,0.54,0.66,0.5,0.2,0.68,0.62,0.54,0.52,0.68,0.7,0.54
triplea.csv,0.19,1.0,0.25,0.72,0.6,0.45,0.59,0.53,0.69,0.48,0.64,0.35,0.78,0.77,0.54,0.53,0.59,0.58
