,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.55,0.44,0.4,0.46,0.39,0.45,0.43,0.38,0.48,0.6,0.48,0.33,0.36,0.35,0.43,0.38
biodwh.csv,0.98,0.88,0.6,0.93,0.84,0.0,0.78,0.71,0.75,0.59,0.89,0.82,0.83,0.67,0.67,0.52
bloodycore.csv,0.41,0.64,0.53,0.78,0.7,0.75,0.83,0.99,0.94,0.7,0.87,0.86,0.8,0.92,0.89,0.79
blue-c.csv,0.54,0.44,0.4,0.59,0.48,0.48,0.58,0.45,0.53,0.78,0.46,0.39,0.42,0.52,0.44,0.55
etics.csv,0.99,0.82,0.53,0.8,0.71,0.7,0.52,0.45,0.93,0.98,0.59,0.73,0.42,0.41,0.82,0.48
flexpay.csv,0.96,0.62,0.67,0.57,0.39,0.57,0.44,0.69,0.77,0.86,0.69,0.33,0.91,0.41,0.74,0.48
flylegacy.csv,0.5,0.42,0.49,0.54,0.4,0.44,0.49,0.45,0.46,0.77,0.46,0.43,0.43,0.47,0.43,0.56
ftm.csv,0.5,0.81,0.54,0.9,0.64,0.64,0.75,0.98,0.75,0.98,0.77,0.4,0.67,0.8,0.44,0.56
gzigzag.csv,0.74,0.47,0.58,0.44,0.51,0.67,0.36,0.36,0.55,0.72,0.54,0.67,0.53,0.33,0.35,0.38
img-browse-sort.csv,0.5,0.49,0.59,0.46,0.49,0.47,0.74,0.48,0.53,0.71,0.51,0.59,0.55,0.45,0.6,0.38
jcache.csv,0.42,0.35,0.42,0.49,0.4,0.43,0.41,0.6,0.49,0.62,0.44,0.32,0.37,0.48,0.82,0.42
jguard.csv,0.51,0.38,0.75,0.4,0.44,0.5,0.59,0.41,0.5,0.44,0.58,0.33,0.41,0.47,0.42,0.42
ppcboot.csv,0.43,0.36,0.46,0.36,0.39,0.42,0.44,0.39,0.49,0.81,0.4,0.31,0.37,0.37,0.43,0.53
qdvdauthor.csv,0.41,0.61,0.4,0.68,0.73,0.82,0.79,0.73,0.8,0.69,0.54,0.71,0.45,0.7,0.5,0.58
reactos-mirror.csv,0.57,0.42,0.39,0.44,0.47,0.57,0.7,0.39,0.58,0.57,0.48,0.39,0.42,0.5,0.96,0.44
unbvision.csv,0.46,0.44,0.46,0.4,0.51,0.67,0.44,0.37,0.56,0.47,0.5,0.33,0.39,0.32,0.53,0.51
