,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.98,0.75,0.97,0.97,0.9,0.97,0.0,0.97,0.96,0.94,0.96,0.0,0.0,0.8,0.92,0.95,0.91,0.99,0.96,0.0
baadengine.csv,0.44,0.42,0.36,0.42,0.38,0.42,0.51,0.35,0.34,0.43,0.4,0.29,0.38,0.33,0.39,0.32,0.42,0.4,0.42,0.36
bibedt.csv,0.88,0.93,0.81,0.74,0.71,0.77,0.74,0.83,0.92,0.92,0.71,0.88,0.89,0.75,0.8,0.97,0.88,0.72,0.89,0.86
cascading.csv,0.55,0.38,0.37,0.55,0.47,0.5,0.56,0.42,0.37,0.4,0.6,0.4,0.37,0.39,0.52,0.34,0.44,0.5,0.86,0.52
dataobjectsdotnet.csv,0.97,0.5,0.67,0.94,0.67,0.88,0.92,0.71,0.98,0.45,0.78,0.8,0.86,0.91,0.83,0.63,0.79,0.66,0.91,0.89
gnome-jabber.csv,0.45,0.37,0.35,0.41,0.4,0.45,0.56,0.36,0.36,0.45,0.47,0.29,0.39,0.36,0.45,0.33,0.39,0.41,0.43,0.52
gogoego.csv,0.97,0.5,0.92,0.86,0.86,0.91,0.56,0.84,0.91,0.87,0.94,0.64,0.5,0.8,0.96,0.93,0.94,0.86,0.0,0.46
httpcontentparser.csv,0.96,0.8,0.75,0.92,0.9,0.94,0.0,0.97,0.98,0.9,0.94,0.5,0.8,0.92,0.93,0.92,0.75,0.97,0.8,0.84
impala.csv,0.88,0.89,0.8,0.48,0.46,0.53,0.94,0.38,0.41,0.0,0.98,0.83,0.64,0.69,0.75,0.95,0.55,0.65,0.59,0.72
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.98,0.93,0.88,0.76,0.67,0.88,0.52,0.65,0.98,0.89,0.95,0.82,0.91,0.88,0.67,0.93,0.92,0.94,0.95,0.97
jhotdraw.csv,0.99,0.5,0.94,0.9,0.93,0.86,0.5,0.97,0.98,0.67,0.94,0.0,0.0,0.0,0.96,0.75,0.83,0.97,0.0,0.0
loki-lib.csv,0.51,0.43,0.51,0.43,0.45,0.4,0.47,0.49,0.47,0.43,0.51,0.32,0.39,0.37,0.53,0.44,0.45,0.5,0.59,0.44
patterntesting.csv,0.51,0.56,0.51,0.56,0.44,0.5,0.75,0.56,0.47,0.55,0.56,0.42,0.56,0.38,0.7,0.51,0.56,0.46,0.87,0.37
pokeglobal.csv,0.43,0.47,0.47,0.53,0.47,0.56,0.6,0.45,0.4,0.62,0.8,0.32,0.5,0.42,0.54,0.4,0.48,0.54,0.73,0.48
snakeyaml.csv,0.96,0.62,0.82,0.54,0.72,0.72,0.7,0.67,0.67,0.63,0.9,0.59,0.65,0.45,0.96,0.7,0.76,0.61,0.53,0.64
unflobtactical.csv,0.54,0.89,0.8,0.85,0.59,0.73,0.58,0.68,0.8,0.7,0.58,0.57,0.52,0.49,0.89,0.56,0.66,0.79,0.64,0.75
werx.csv,0.41,0.37,0.36,0.41,0.4,0.48,0.55,0.36,0.36,0.44,0.45,0.3,0.39,0.38,0.41,0.33,0.39,0.42,0.44,0.52
zealos.csv,0.53,0.76,0.48,0.52,0.54,0.58,0.66,0.53,0.59,0.77,0.55,0.56,0.58,0.55,0.5,0.59,0.53,0.52,0.54,0.71
