,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.26,0.44,0.86,0.65,0.18,0.36,0.14,1.0,0.46
exordium.csv,0.52,0.5,0.9,0.81,0.23,0.53,0.21,0.75,0.36
flexpay.csv,0.26,0.18,0.77,0.5,0.27,0.42,0.11,0.92,0.37
mptvseries.csv,0.41,0.64,0.96,0.71,0.25,0.63,0.29,1.0,0.47
openmsx.csv,0.26,0.35,0.83,0.52,0.18,0.55,0.22,0.83,0.47
qtractor.csv,0.46,0.5,0.89,0.79,0.23,0.36,0.23,0.8,0.47
synergyspace.csv,0.22,0.42,0.83,0.46,0.17,0.6,0.39,1.0,0.31
tango-cs.csv,0.45,0.56,0.94,0.67,0.19,0.39,0.19,0.9,0.46
toped.csv,0.26,0.44,1.0,0.64,0.15,0.37,0.22,0.88,0.4
