,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.3,0.48,0.56,0.33,0.63,0.87,0.83,0.0,0.32
exordium.csv,0.27,0.35,0.56,0.17,0.34,0.16,0.23,0.17,0.55
flexpay.csv,0.66,0.74,0.78,0.62,0.25,0.77,0.31,0.33,0.25
mptvseries.csv,0.23,0.26,0.11,0.17,0.23,0.11,0.12,0.0,0.29
openmsx.csv,0.98,0.55,0.89,0.67,0.62,0.32,0.32,0.83,0.12
qtractor.csv,0.36,0.42,0.56,0.25,0.36,0.39,0.27,0.17,0.28
synergyspace.csv,0.25,0.35,0.11,0.29,0.59,0.11,0.27,0.0,0.42
tango-cs.csv,0.11,0.23,0.22,0.38,0.6,0.65,0.65,0.17,0.38
toped.csv,0.75,0.58,0.0,0.38,0.85,0.52,0.78,0.83,0.77
