,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.39,0.25,0.19,0.87,0.15,0.03,0.97,0.09,0.43,0.05,0.12,0.08,0.11
ivef-sdk.csv,0.69,0.59,0.59,1.0,0.81,1.0,0.88,0.0,0.7,0.74,0.0,0.56,0.2
jmri.csv,0.58,0.39,0.96,0.07,0.63,0.96,0.3,0.59,0.9,0.56,0.75,0.29,0.49
jython.csv,0.65,0.53,0.68,0.9,0.7,0.9,0.88,0.95,0.6,0.74,0.5,0.72,0.63
kdenlive.csv,0.99,0.55,0.56,0.4,0.44,0.76,0.12,0.91,0.87,0.77,0.88,0.44,0.31
opentibia.csv,0.89,1.0,0.33,1.0,0.41,0.69,0.7,0.77,0.73,0.21,0.5,0.42,0.94
projectfactory.csv,0.31,0.3,0.26,0.4,0.59,0.37,0.27,1.0,0.1,0.87,0.62,0.35,0.77
runuomondains.csv,0.25,0.16,0.12,0.3,0.19,0.45,0.03,0.41,0.03,0.03,1.0,0.11,0.23
somap.csv,1.0,0.99,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0
taverna.csv,0.52,0.28,0.27,0.57,0.93,0.82,0.15,0.05,0.43,0.31,0.12,0.15,0.26
tigermud.csv,0.27,0.25,0.38,0.3,0.44,0.85,0.88,0.64,0.3,0.15,0.75,0.19,0.8
unbvision.csv,0.62,0.53,0.89,0.4,0.04,0.49,0.15,0.86,1.0,0.85,0.38,0.76,0.54
x-ray-mule.csv,0.34,0.3,0.4,0.97,0.67,0.07,0.33,0.27,0.67,0.59,0.12,0.53,0.34
