,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.29,0.54,0.04,0.17,0.74,0.46
minig.csv,0.49,0.48,0.63,0.22,0.62,0.08
ossbuild.csv,0.31,0.64,0.43,0.46,0.61,0.47
rezilla.csv,0.65,0.35,0.3,0.13,0.7,0.37
rocrail.csv,0.25,0.59,0.53,0.07,0.53,0.62
webdriver.csv,0.21,0.73,0.42,0.0,0.65,0.53
