,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.48,0.92,0.45,0.52,0.57,0.45
empyrean.csv,1.0,0.44,0.66,0.36,0.65,0.41
impala.csv,0.39,0.73,0.35,0.8,0.55,0.32
multitude.csv,0.45,0.67,0.75,0.36,0.98,0.68
nutz.csv,0.2,0.15,0.92,0.2,0.18,0.36
pi-qmc.csv,0.25,0.5,0.65,0.32,0.42,0.95
