,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.6,0.52,0.78,0.67,0.57,0.68
empyrean.csv,0.51,0.54,0.51,0.49,0.5,0.59
impala.csv,0.79,0.51,0.6,0.95,0.61,0.83
multitude.csv,0.46,0.47,0.46,0.48,0.51,0.58
nutz.csv,0.75,0.9,0.69,0.66,0.87,0.91
pi-qmc.csv,0.7,0.47,0.54,0.68,0.61,0.62
