,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.69,1.0,0.5,0.16,0.5,0.32
empyrean.csv,0.99,0.5,0.35,0.08,0.58,0.24
impala.csv,0.64,0.43,0.14,1.0,0.45,0.39
multitude.csv,0.65,0.56,0.4,0.1,0.98,0.62
nutz.csv,0.58,0.8,0.96,0.09,0.52,0.73
pi-qmc.csv,0.74,0.65,0.36,0.13,0.59,1.0
