,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.39,0.0,0.16,0.38,0.63,0.38
empyrean.csv,0.03,0.38,0.43,0.54,0.51,0.5
impala.csv,0.39,0.85,0.75,0.0,0.75,0.2
multitude.csv,0.45,0.45,0.4,0.43,0.02,0.16
nutz.csv,0.26,0.03,0.01,0.28,0.19,0.05
pi-qmc.csv,0.16,0.23,0.4,0.3,0.32,0.0
