,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.56,0.96,0.47,0.24,0.53,0.38
empyrean.csv,0.99,0.47,0.46,0.14,0.61,0.31
impala.csv,0.49,0.54,0.2,0.89,0.5,0.35
multitude.csv,0.53,0.61,0.52,0.16,0.98,0.65
nutz.csv,0.3,0.26,0.94,0.12,0.27,0.48
pi-qmc.csv,0.37,0.57,0.46,0.18,0.49,0.98
