,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.25,0.72,0.17,0.45,0.29,0.08,0.09,0.84,0.18,0.21,0.45,0.97,0.13,0.17
chrysalis.csv,0.43,0.62,0.25,0.45,0.35,0.15,0.11,0.75,0.19,0.0,0.83,0.97,0.12,0.41
etics.csv,0.58,0.53,0.67,0.37,1.0,0.05,0.19,0.75,0.24,0.22,0.71,0.25,0.2,0.31
flexpay.csv,1.0,0.5,0.2,0.16,0.24,0.04,0.0,0.84,0.26,0.21,0.31,0.98,0.14,0.19
ifmo-game-1.csv,0.8,0.44,0.0,0.14,0.0,0.27,0.0,1.0,0.24,0.24,1.0,0.95,0.11,0.15
jcl.csv,0.5,0.59,0.15,0.33,0.27,0.06,0.08,0.76,0.25,0.22,0.39,0.99,0.23,0.2
linuxsh.csv,0.18,0.47,0.38,0.2,0.25,0.2,0.36,0.83,0.2,0.0,0.63,0.99,0.08,0.5
mvdsv.csv,0.5,0.33,0.0,0.46,0.25,0.5,0.75,0.87,0.12,0.17,0.71,0.0,0.11,0.4
openmeetings.csv,0.5,0.66,0.1,0.5,0.0,0.19,0.0,0.83,0.19,0.21,0.71,0.96,0.08,0.32
plato.csv,0.23,0.5,0.17,0.14,0.29,0.08,0.09,0.95,0.17,0.21,0.44,0.97,0.12,0.15
projecteqemu.csv,0.39,0.62,0.17,0.24,0.6,0.16,0.12,1.0,0.22,0.18,0.65,0.95,0.17,0.19
scite-ru.csv,0.24,0.5,0.22,0.13,0.48,0.09,0.11,0.83,0.17,0.23,0.5,0.96,0.12,0.17
uclmda.csv,0.09,0.34,0.12,0.06,0.38,0.0,0.0,0.67,0.13,0.0,1.0,1.0,0.17,0.17
vrjuggler.csv,0.35,0.5,0.21,0.1,0.38,0.12,0.27,0.81,0.13,0.28,0.45,0.93,0.17,0.0
