,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.86,0.4,1.0,0.35,0.91,0.92,1.0,0.88,0.88,0.97,0.96,0.83,0.73,0.99
chrysalis.csv,0.57,0.72,0.83,0.55,0.74,0.61,0.59,0.9,0.67,1.0,0.45,0.65,1.0,0.29
etics.csv,0.24,0.92,0.46,0.69,0.9,0.89,0.43,0.94,0.56,0.88,0.44,1.11,0.73,0.82
flexpay.csv,0.92,0.81,0.63,0.84,0.83,0.92,1.0,0.72,0.61,1.0,0.87,0.67,0.81,0.67
ifmo-game-1.csv,0.69,0.81,1.0,0.7,1.0,0.25,1.0,0.95,0.68,0.66,0.89,0.93,0.81,0.93
jcl.csv,0.63,0.58,0.9,0.32,0.88,0.87,0.79,0.93,0.61,0.73,0.8,0.34,0.46,0.74
linuxsh.csv,0.86,0.8,0.33,0.75,0.95,0.72,0.35,0.89,0.65,1.0,0.57,0.37,0.85,0.96
mvdsv.csv,0.92,0.98,1.0,0.73,0.79,0.86,0.03,0.73,0.98,0.94,0.73,1.0,0.74,0.93
openmeetings.csv,0.56,0.61,0.92,0.17,1.0,0.48,1.0,0.74,0.67,0.95,0.86,0.8,0.85,0.78
plato.csv,0.98,0.95,1.0,0.97,1.0,1.0,1.0,0.27,0.96,1.0,1.0,0.83,0.98,0.91
projecteqemu.csv,0.45,0.57,0.88,0.46,0.86,0.51,0.67,0.79,0.6,0.89,0.4,0.91,0.55,0.8
scite-ru.csv,1.0,0.89,0.64,0.99,0.53,0.83,0.79,1.0,1.0,0.75,0.76,1.0,1.0,0.69
uclmda.csv,0.95,0.89,0.92,0.92,0.86,1.0,1.0,0.94,0.84,1.0,0.97,0.01,0.86,0.96
vrjuggler.csv,0.6,0.73,0.75,0.94,0.59,0.57,0.25,1.01,0.89,0.59,0.73,1.12,0.58,1.0
