,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.68,0.4,0.0,0.11,0.11,0.55,0.59,0.84
jicarilla.csv,0.03,0.0,0.83,0.0,0.0,0.0,0.05,0.54
optalgtoolkit.csv,0.35,0.34,0.54,0.09,0.1,0.67,0.38,0.82
ossim.csv,0.29,0.29,0.36,0.25,0.0,0.43,0.62,0.75
projectts.csv,0.66,0.32,0.09,0.12,0.11,0.47,0.55,0.09
sabbu.csv,0.75,0.35,0.1,0.16,0.17,0.0,0.42,0.12
vxl.csv,0.55,0.3,0.41,0.11,0.09,0.38,0.71,0.16
zact.csv,0.49,0.08,0.59,0.13,0.3,0.0,0.56,0.41
