,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.62,0.07,0.61,0.2,0.3,0.49,0.99,0.37,0.33,0.72
gamestone.csv,0.2,1.0,0.25,0.27,0.07,0.08,0.21,0.25,0.13,0.22
gbif-providertoolkit.csv,0.48,0.15,0.28,0.26,0.92,0.47,0.31,0.41,0.29,0.31
heekscad.csv,0.99,0.32,0.68,0.54,0.46,0.62,0.53,0.26,0.39,0.73
igarden.csv,0.28,0.33,0.29,1.0,0.12,0.21,0.16,0.16,0.32,0.25
levent.csv,0.74,0.22,0.63,0.51,0.36,0.98,0.43,0.34,0.39,0.79
owlapi.csv,0.29,0.0,0.36,0.3,0.29,0.37,0.35,0.96,0.37,0.25
pnotepad.csv,0.81,0.35,0.68,0.5,0.31,0.76,0.5,0.3,0.37,0.99
quark.csv,0.52,0.2,0.53,0.24,0.19,0.0,0.0,0.06,1.0,0.25
xcsoar.csv,0.74,0.27,0.96,0.47,0.33,0.49,0.43,0.42,0.43,0.56
