,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.3,0.37,0.42,0.31,0.73,0.52,0.01,0.31,0.83,0.2
gamestone.csv,0.09,0.0,0.11,0.18,0.18,0.04,0.07,0.18,0.29,0.0
gbif-providertoolkit.csv,0.13,0.08,0.0,0.12,0.0,0.13,0.08,0.08,0.1,0.1
heekscad.csv,0.0,0.35,0.34,0.51,0.34,0.22,0.38,0.41,0.77,0.4
igarden.csv,0.06,0.04,0.04,0.0,0.03,0.04,0.12,0.15,0.25,0.0
levent.csv,0.51,0.46,0.63,0.58,0.54,0.04,0.61,0.4,0.46,0.7
owlapi.csv,0.15,0.0,0.11,0.12,0.15,0.35,0.24,0.0,0.17,0.0
pnotepad.csv,0.68,0.48,0.61,0.78,0.84,0.48,0.65,0.6,0.87,0.0
quark.csv,0.13,0.02,0.14,0.08,0.07,0.0,0.0,0.05,0.0,0.0
xcsoar.csv,0.3,0.35,0.03,0.39,0.48,0.17,0.57,0.21,0.52,0.3
