,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.75,0.05,0.56,0.21,0.18,0.62,0.97,0.27,0.2,0.93
gamestone.csv,0.69,1.0,0.53,0.35,0.08,0.67,0.5,0.23,0.12,1.0
gbif-providertoolkit.csv,0.81,0.2,1.0,0.4,1.0,0.84,0.57,0.47,0.38,0.9
heekscad.csv,1.0,0.22,0.63,0.4,0.32,0.83,0.46,0.18,0.25,0.88
igarden.csv,0.81,0.5,0.77,1.0,0.33,0.86,0.31,0.17,0.28,1.0
levent.csv,0.71,0.14,0.51,0.37,0.23,0.98,0.34,0.24,0.27,0.84
owlapi.csv,0.67,0.0,0.64,0.44,0.29,0.62,0.4,1.0,0.36,1.0
pnotepad.csv,0.7,0.22,0.54,0.34,0.19,0.77,0.38,0.19,0.22,1.0
quark.csv,0.83,0.5,0.71,0.45,0.29,0.0,0.0,0.14,1.0,1.0
xcsoar.csv,0.79,0.18,0.96,0.39,0.22,0.81,0.34,0.34,0.29,0.87
