,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.55,0.68,0.12,0.11,1.0,0.0,0.0,0.39,0.0,1.0
bibedt.csv,0.59,0.59,0.67,0.67,0.5,0.26,0.5,0.63,0.88,0.78
cascading.csv,0.56,0.57,0.49,0.65,1.0,0.16,0.3,0.67,0.85,0.77
firebreath.csv,0.63,0.42,0.56,0.78,0.0,0.15,0.29,0.81,0.84,0.81
fritzing.csv,0.7,0.62,0.49,0.59,0.38,0.11,0.09,0.62,0.81,0.81
httpcontentparser.csv,0.42,0.0,0.49,0.86,0.29,0.28,0.19,0.75,0.78,0.84
mpgravity.csv,0.5,0.7,0.44,0.47,0.56,0.13,0.2,0.68,0.8,0.73
patterntesting.csv,0.51,0.54,0.39,0.68,0.44,0.11,0.2,0.58,0.79,0.71
roller.csv,0.55,0.54,0.42,0.67,0.32,0.13,0.2,0.82,0.78,0.7
xfce.csv,0.53,0.51,0.39,0.42,0.23,0.18,0.2,0.6,0.84,0.8
