,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.33,0.41,0.42,1.0,0.63
kmess.csv,0.22,0.58,0.54,0.37,0.97
minig.csv,0.44,0.59,1.0,0.38,0.73
rezilla.csv,1.0,0.46,0.35,0.45,0.64
webdriver.csv,0.2,1.0,0.43,0.47,0.75
