,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.51,0.54,0.88,0.33,0.47,0.42,0.0,0.94,0.36,0.69,0.94,0.44,0.0,0.95,0.9,0.0
fontforge.csv,0.42,0.3,0.41,0.38,0.33,0.35,0.35,0.46,0.42,0.37,0.45,0.42,0.36,0.5,0.37,0.38,0.41
glas.csv,0.41,0.36,0.5,0.52,0.47,0.45,0.41,0.29,0.41,0.93,0.42,0.38,0.38,0.48,0.42,0.37,0.35
gmerlin.csv,0.75,0.31,0.42,0.35,0.0,0.41,0.38,0.0,0.38,0.0,0.41,0.4,0.34,0.43,0.36,0.0,0.45
hannosset.csv,0.59,0.95,0.86,0.75,0.68,0.91,0.91,0.5,0.61,0.94,0.87,0.97,0.92,0.91,0.89,0.84,0.42
hatari.csv,0.41,0.35,0.57,0.43,0.35,0.41,0.46,0.27,0.43,0.33,0.44,0.43,0.39,0.53,0.6,0.39,0.59
jaolt.csv,0.35,0.34,0.5,0.33,0.98,0.65,0.56,0.31,0.4,0.67,0.49,0.38,0.4,0.82,0.52,0.88,0.4
jcl.csv,0.45,0.4,0.43,0.57,0.39,0.43,0.46,0.42,0.48,0.45,0.39,0.81,0.44,0.83,0.68,0.5,0.55
ltp.csv,0.96,0.41,0.45,0.52,0.49,0.44,0.42,0.87,0.61,0.6,0.56,0.8,0.6,0.63,0.42,0.43,0.96
mia.csv,0.59,0.8,0.56,0.41,0.98,0.82,0.67,0.31,0.54,0.35,0.51,0.82,0.92,0.8,0.83,0.62,0.72
net-snmp.csv,0.47,0.47,0.69,0.37,0.63,0.7,0.69,0.28,0.39,0.34,0.49,0.47,0.37,0.45,0.52,0.64,0.53
opde.csv,0.4,0.43,0.42,0.52,0.34,0.39,0.62,0.29,0.49,0.0,0.45,0.41,0.37,0.91,0.34,0.41,0.45
oppna-program-hsatools.csv,0.36,0.4,0.41,0.37,0.36,0.46,0.44,0.29,0.43,0.35,0.45,0.41,0.46,0.78,0.88,0.35,0.42
powerfolder-.csv,0.42,0.53,0.43,0.38,0.43,0.77,0.52,0.82,0.41,0.44,0.45,0.41,0.55,0.85,0.89,0.4,0.38
qlc.csv,0.67,0.3,0.75,0.57,0.33,0.46,0.88,0.0,0.48,0.76,0.53,0.46,0.39,0.54,0.32,0.53,0.8
tcl.csv,0.54,0.42,0.56,0.4,0.49,0.57,0.53,0.0,0.77,0.48,0.57,0.5,0.42,0.52,0.67,0.0,0.94
