,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.54,0.92,0.83,0.67,0.38,0.61,0.65,0.62,0.98,0.38,0.76,0.38,0.42,0.83,0.5,0.4,0.5,0.55,0.85
bulmages.csv,0.85,0.67,0.5,0.91,0.7,0.91,0.98,0.65,0.88,0.37,0.85,0.37,0.0,0.0,0.0,0.83,0.64,0.54,0.9
forester-atv.csv,0.5,0.89,0.3,0.9,0.43,0.93,0.83,0.88,0.91,0.89,0.92,0.0,0.8,0.73,0.88,0.5,0.0,0.65,0.0
google-collections.csv,0.43,0.35,0.27,0.33,0.36,0.36,0.36,0.4,0.41,0.36,0.39,0.44,0.29,0.38,0.36,0.48,0.44,0.45,0.36
hannosset.csv,0.96,0.49,0.94,0.65,0.94,0.51,0.97,0.56,0.98,0.83,0.74,0.97,0.67,0.79,0.89,0.8,0.96,0.8,0.59
jbpm.csv,0.5,0.0,0.0,0.9,0.59,0.5,0.96,0.0,0.76,0.0,0.67,0.0,0.83,0.0,0.0,0.0,0.0,0.8,0.88
mevenide.csv,0.7,0.65,0.5,0.92,0.64,0.88,0.98,0.0,0.89,0.67,0.67,0.86,0.67,0.53,0.8,0.8,0.0,0.69,0.9
nassp.csv,0.73,0.39,0.0,0.93,0.85,0.9,0.97,0.9,0.96,0.59,0.89,0.83,0.77,0.5,0.77,0.75,0.86,0.67,0.67
open-media-library.csv,0.49,0.89,0.27,0.5,0.33,0.49,0.43,0.61,0.45,0.42,0.53,0.39,0.3,0.38,0.4,0.39,0.47,0.46,0.91
opendvr.csv,0.65,0.45,0.27,0.32,0.31,0.4,0.42,0.67,0.52,0.5,0.45,0.76,0.32,0.46,0.65,0.55,0.59,0.58,0.59
openefm.csv,0.54,0.8,0.45,0.67,0.62,0.54,0.93,0.46,0.54,0.71,0.52,0.53,0.45,0.48,0.48,0.84,0.47,0.5,0.42
oppna-program-hsatools.csv,0.49,0.43,0.27,0.42,0.53,0.46,0.37,0.61,0.51,0.39,0.45,0.38,0.88,0.47,0.93,0.38,0.67,0.45,0.36
paintown.csv,0.43,0.42,0.27,0.42,0.38,0.38,0.44,0.57,0.41,0.35,0.41,0.38,0.29,0.38,0.55,0.38,0.5,0.45,0.38
projectfactory.csv,0.73,0.92,0.36,0.58,0.4,0.52,0.93,0.52,0.52,0.92,0.5,0.91,0.43,0.55,0.7,0.69,0.48,0.57,0.79
smbopensoft.csv,0.54,0.42,0.39,0.39,0.32,0.49,0.59,0.43,0.47,0.58,0.63,0.76,0.29,0.56,0.39,0.64,0.46,0.88,0.58
st-filteredstatistics.csv,0.41,0.59,0.28,0.34,0.43,0.44,0.36,0.43,0.44,0.43,0.47,0.53,0.33,0.37,0.49,0.43,0.48,0.47,0.34
thedata.csv,0.48,0.39,0.27,0.77,0.51,0.46,0.4,0.49,0.52,0.35,0.58,0.38,0.33,0.44,0.33,0.4,0.46,0.61,0.8
trackit.csv,0.67,0.91,0.0,0.94,0.67,0.94,0.98,0.49,0.97,0.9,0.96,0.98,0.48,0.0,0.49,0.83,0.65,0.0,0.67
wxstudio.csv,0.82,0.43,0.88,0.49,0.85,0.92,0.44,0.53,0.94,0.88,0.47,0.84,0.75,0.9,0.94,0.5,0.9,0.94,0.35
