,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.34,0.5,0.01,0.28,0.55,0.34,0.19,0.39,0.14,0.59,0.3,0.48,0.54,0.05,0.35,0.37,0.32,0.22,0.27
bulmages.csv,0.07,0.0,0.01,0.07,0.3,0.12,0.07,0.22,0.01,0.54,0.0,0.41,0.0,0.0,0.0,0.14,0.13,0.64,0.15
forester-atv.csv,0.01,0.5,0.72,0.09,0.22,0.16,0.01,0.13,0.11,0.15,0.09,0.0,0.0,0.14,0.12,0.0,0.0,0.15,0.0
google-collections.csv,0.97,0.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0
hannosset.csv,0.15,0.5,0.3,0.39,0.18,0.69,0.1,0.39,0.13,0.09,0.17,0.32,0.15,0.37,0.22,0.39,0.36,0.05,0.34
jbpm.csv,0.0,0.0,0.0,0.09,0.25,0.0,0.05,0.0,0.13,0.02,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.02,0.11
mevenide.csv,0.05,0.0,0.01,0.07,0.12,0.12,0.08,0.0,0.12,0.13,0.0,0.05,0.0,0.21,0.07,0.06,0.02,0.18,0.15
nassp.csv,0.08,0.0,0.0,0.15,0.1,0.04,0.07,0.09,0.06,0.2,0.0,0.1,0.31,0.02,0.17,0.14,0.08,0.01,0.05
open-media-library.csv,0.45,1.0,0.98,0.28,0.62,0.48,0.62,0.39,0.78,0.48,0.39,0.5,0.77,0.91,0.57,0.33,0.43,0.58,0.13
opendvr.csv,0.42,0.0,0.96,0.91,0.68,0.46,0.81,0.26,0.31,0.46,0.3,0.46,0.69,0.37,0.51,0.61,0.28,0.28,0.26
openefm.csv,0.67,0.0,0.5,0.28,0.52,0.25,0.04,0.91,0.47,0.39,0.48,0.79,0.38,0.7,0.68,0.61,0.91,0.72,0.85
oppna-program-hsatools.csv,0.18,0.0,1.0,0.41,0.45,0.51,0.82,0.48,0.52,0.78,0.09,0.59,0.15,0.77,0.16,0.39,0.26,1.0,0.74
paintown.csv,0.21,1.0,1.0,0.76,0.92,0.97,0.44,0.78,0.99,0.78,0.87,0.68,1.0,1.0,0.26,0.61,0.36,1.0,0.71
projectfactory.csv,0.26,0.5,0.62,0.28,0.38,0.37,0.17,0.39,0.35,0.2,0.22,0.1,0.15,0.4,0.33,0.08,0.45,0.44,0.19
smbopensoft.csv,0.9,1.0,0.23,0.85,0.72,0.54,0.59,0.7,0.6,0.52,0.87,0.6,1.0,0.33,0.94,0.88,0.94,0.05,0.47
st-filteredstatistics.csv,0.33,0.0,0.98,0.91,0.72,0.7,0.94,0.7,0.78,0.61,0.13,0.55,0.15,1.0,0.68,0.45,0.79,0.95,0.92
thedata.csv,0.6,1.0,1.0,0.26,0.48,0.78,0.79,0.74,0.82,0.8,0.78,0.56,0.85,0.81,0.7,0.41,0.47,0.72,0.02
trackit.csv,0.82,0.0,0.0,0.24,0.05,0.21,0.14,0.35,0.09,0.22,0.48,0.46,0.38,0.0,0.72,0.63,0.68,0.0,0.44
wxstudio.csv,0.42,0.0,0.04,0.59,0.22,0.09,0.81,0.35,0.03,0.35,0.52,0.24,0.15,0.14,0.2,0.22,0.11,0.18,0.73
