,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.84,0.88,0.91,0.94,0.65,0.0,0.82,0.83,0.93
bloodycore.csv,0.91,0.93,0.01,0.74,0.86,0.86,0.8,1.02,1.0
dvd-create.csv,0.92,0.64,0.83,0.0,0.73,0.82,0.78,0.71,0.73
dvt.csv,0.79,0.02,0.8,0.75,0.82,0.69,0.82,0.78,0.98
gbif-indexingtoolkit.csv,0.83,0.88,0.83,0.91,0.0,0.92,0.88,0.9,0.9
mumble.csv,0.58,0.86,0.58,0.53,0.7,0.89,0.67,0.0,0.56
planeshift.csv,0.64,0.58,0.81,0.78,0.56,0.66,0.0,0.61,0.93
truevision.csv,0.52,0.67,0.67,0.6,0.98,0.72,0.59,0.61,0.0
zorannt.csv,0.0,0.82,0.67,0.73,0.84,0.73,0.69,0.9,0.85
