,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.41,0.02,0.36,0.29,0.88,0.5
chaperon.csv,0.34,0.31,0.41,0.98,0.32,0.51
mule.csv,0.68,0.02,0.18,0.29,0.58,0.65
nunit.csv,0.42,0.64,0.27,0.54,0.5,0.72
springside.csv,0.68,0.76,0.4,0.61,0.63,0.75
swtfox.csv,0.55,0.21,0.68,0.38,0.28,0.6
