,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.53,0.8,0.36,0.64,0.44,0.53
chaperon.csv,0.8,0.88,0.67,0.89,0.68,0.58
mule.csv,0.41,0.0,0.79,0.6,0.34,0.58
nunit.csv,0.63,0.53,0.47,0.73,0.7,0.59
springside.csv,0.35,0.5,0.44,0.41,0.4,0.47
swtfox.csv,0.46,0.49,0.84,0.49,0.84,0.53
