,mpqc.csv,iaml.csv,jrdf.csv,tigermud.csv
iaml.csv,97.5,193.0,481.0,98.5
jrdf.csv,272.5,197.5,253.5,94.5
mpqc.csv,387.0,99.0,474.0,98.5
tigermud.csv,99.0,98.5,1184.0,98.5
