,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,5.0,6.0,3.0,0.0,96.0,1.0,1.0,0.0,6.0
blue-c.csv,11.0,3.0,5.0,0.0,5.0,1.0,8.0,4.0,7.0,0.0,2.0,5.0,24.0,0.0,6.0,2.0,0.0
factor.csv,1.0,1.0,0.0,0.0,74.0,0.0,21.0,1.0,74.0,0.0,1.0,3.0,96.0,0.0,9.0,1.0,0.0
fltk.csv,11.0,2.0,5.0,0.0,9.0,0.0,9.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0
free-evolution.csv,0.0,0.0,5.0,1.0,14.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,3.0,9.0,4.0
icescrum.csv,0.0,0.0,7.0,0.0,11.0,0.0,1.0,0.0,1.0,6.0,12.0,0.0,96.0,0.0,1.0,0.0,1.0
jbasic.csv,19.0,4.0,5.0,2.0,16.0,0.0,8.0,2.0,6.0,0.0,3.0,3.0,96.0,0.0,8.0,2.0,2.0
kvs.csv,0.0,2.0,7.0,0.0,10.0,0.0,3.0,5.0,10.0,2.0,11.0,1.0,13.0,2.0,2.0,0.0,9.0
monetdb.csv,95.0,0.0,1.0,0.0,74.0,0.0,6.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,7.0,2.0,0.0
phet.csv,25.0,2.0,3.0,2.0,13.0,0.0,4.0,2.0,11.0,3.0,3.0,0.0,2.0,0.0,13.0,7.0,0.0
projecteqemu.csv,1.0,0.0,2.0,0.0,74.0,4.0,4.0,1.0,1.0,0.0,4.0,1.0,96.0,0.0,0.0,1.0,0.0
repositorium.csv,21.0,1.0,3.0,0.0,13.0,24.0,3.0,3.0,74.0,0.0,3.0,0.0,6.0,6.0,12.0,2.0,1.0
smarttag.csv,3.0,1.0,4.0,1.0,7.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,2.0,1.0,0.0
sumatrapdf.csv,3.0,3.0,5.0,1.0,10.0,0.0,9.0,4.0,3.0,0.0,2.0,2.0,25.0,0.0,8.0,3.0,1.0
voms.csv,5.0,3.0,1.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0
vrjuggler.csv,15.0,2.0,7.0,0.0,74.0,0.0,3.0,52.0,3.0,12.0,4.0,0.0,7.0,0.0,3.0,50.0,0.0
wheat.csv,3.0,1.0,6.0,0.0,13.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0
