,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.26,0.08,0.22,0.06,0.29,0.69,0.66,0.29,0.34,0.17,0.08,0.19,0.0,0.14,0.05,0.46,0.15
blue-c.csv,0.17,0.73,0.31,0.81,0.31,0.72,0.42,0.39,0.11,0.68,0.49,0.34,0.14,0.67,0.42,0.6,0.84
factor.csv,0.08,0.37,0.22,0.38,0.0,0.03,0.13,0.35,0.0,0.44,0.24,0.29,0.0,0.14,0.28,0.45,0.93
fltk.csv,0.16,0.69,0.38,0.73,0.17,0.58,0.45,0.42,0.09,0.72,0.56,0.32,0.33,0.69,0.41,0.54,0.84
free-evolution.csv,0.36,0.3,0.28,0.4,0.14,0.51,0.53,0.38,0.25,0.53,0.53,0.71,0.2,0.6,0.45,0.5,0.08
icescrum.csv,0.39,0.46,0.15,0.52,0.09,0.58,0.5,0.5,0.36,0.33,0.48,0.56,0.0,0.66,0.33,0.81,0.52
jbasic.csv,0.28,0.68,0.39,0.78,0.13,0.72,0.48,0.32,0.31,0.52,0.48,0.22,0.0,0.6,0.38,0.55,0.52
kvs.csv,0.58,0.43,0.39,0.06,0.26,0.67,0.64,0.17,0.4,0.46,0.46,0.41,0.19,0.54,0.14,0.58,0.16
monetdb.csv,0.0,0.11,0.13,0.32,0.0,0.17,0.06,0.25,0.07,0.33,0.6,0.45,0.28,0.57,0.26,0.32,0.77
phet.csv,0.35,0.09,0.51,0.46,0.18,0.48,0.6,0.21,0.35,0.25,0.22,0.61,0.14,0.15,0.29,0.18,0.44
projecteqemu.csv,0.17,0.54,0.11,0.42,0.0,0.6,0.49,0.39,0.17,0.63,0.5,0.07,0.0,0.7,0.39,0.52,0.32
repositorium.csv,0.3,0.49,0.32,0.06,0.2,0.04,0.07,0.1,0.0,0.24,0.23,0.49,0.36,0.1,0.3,0.23,0.34
smarttag.csv,0.4,0.64,0.32,0.57,0.24,0.3,0.51,0.58,0.29,0.42,0.39,0.63,0.23,0.49,0.35,0.53,0.46
sumatrapdf.csv,0.36,0.72,0.37,0.81,0.11,0.66,0.46,0.42,0.34,0.73,0.49,0.49,0.21,0.64,0.42,0.53,0.78
voms.csv,0.19,0.76,0.28,0.46,0.59,0.56,0.33,0.41,0.11,0.72,0.57,0.29,0.5,0.68,0.4,0.54,0.33
vrjuggler.csv,0.2,0.46,0.32,0.24,0.0,0.49,0.16,0.0,0.47,0.11,0.4,0.19,0.18,0.53,0.27,0.0,0.69
wheat.csv,0.34,0.48,0.32,0.62,0.1,0.53,0.52,0.33,0.31,0.42,0.53,0.69,0.14,0.52,0.37,0.53,0.8
