,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.49,0.79,0.04,0.22,0.49,0.25
mcmc-jags.csv,0.55,0.42,0.09,0.54,0.76,0.36
olap-navigator.csv,0.92,0.41,0.15,0.52,0.71,0.29
pidgin.csv,0.72,0.47,0.14,0.43,0.8,0.31
salasaga.csv,0.44,0.59,0.07,0.34,0.7,0.47
sepgsql.csv,0.72,0.43,0.19,0.36,0.73,0.33
