,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.67,0.58,0.55,0.82,0.68,0.54
mcmc-jags.csv,0.53,0.53,0.46,0.45,0.39,0.45
olap-navigator.csv,0.57,0.53,0.49,0.62,0.45,0.48
pidgin.csv,0.51,0.36,0.59,0.88,0.35,0.48
salasaga.csv,0.45,0.33,0.4,0.65,0.41,0.4
sepgsql.csv,0.64,0.5,0.56,0.86,0.43,0.61
