,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.26,0.66,1.0,0.84,0.49,0.65,0.41
amateur-scrolls.csv,0.29,0.4,0.37,0.38,1.0,0.59,0.14
arcallians.csv,0.33,0.99,0.44,0.59,0.55,0.55,0.55
gebr.csv,0.24,0.67,0.44,0.94,0.5,0.69,0.73
jfreereport.csv,0.99,0.45,0.29,0.64,0.25,0.34,0.47
kml.csv,0.28,0.63,0.54,0.62,0.49,1.0,0.61
multitude.csv,0.29,0.59,0.45,0.66,0.58,0.73,1.0
