,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.18,0.53,1.0,0.72,0.36,0.48,0.61
amateur-scrolls.csv,0.22,0.75,0.4,1.0,1.0,1.0,0.83
arcallians.csv,0.21,0.98,0.34,0.78,0.4,0.62,0.62
gebr.csv,0.14,0.55,0.29,0.99,0.34,0.54,0.6
jfreereport.csv,0.99,0.43,0.21,0.63,0.19,0.29,0.42
kml.csv,0.17,0.68,0.41,0.9,0.39,1.0,0.63
multitude.csv,0.18,0.59,0.33,0.87,0.43,0.63,1.0
