,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.57,0.47,0.72,0.46,0.44,0.36,0.82
amateur-scrolls.csv,0.75,0.69,0.77,0.65,0.65,0.67,0.83
arcallians.csv,0.52,0.58,0.44,0.67,0.42,0.62,0.54
gebr.csv,0.41,0.46,0.33,0.44,0.38,0.35,0.41
jfreereport.csv,0.99,0.82,0.55,0.61,0.6,0.53,0.63
kml.csv,0.47,0.5,0.47,0.57,0.48,0.44,0.52
multitude.csv,0.47,0.34,0.38,0.42,0.33,0.37,0.51
